,base,base,base,base,base,base,base,base,base,base,base,base,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn
Quem é o jogador mais jovem de dardos?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem desenvolveu o jogo World of Warcraft?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual papa fundou a Televisão do Vaticano?,15350,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350,15350
Quem compôs a música para Harold e Maude?,24633,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,24633,24633,24633,24633,24633,24633,24633,24633,24633,24633,24633,24633,24633,24633,24633,24633,24633,24633,24633,24633,24633,24633,24633,24633
Liste todos os membros da Prodigy,12099,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099
Quem atua nos filmes espanhois produzidos por Benicio del Toro?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,31178,31178,31178,31178,31178,31178,31178,31178,31178,31178,31178,31178,31178,31178,31178,31178,31178,31178,31178,31178,31178,31178,31178,31178
Qual subsidiária da TUI Travel vôa para Glasgow e Dublin?,7459,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459,7459
Em qual país está localizada Meca?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quantos idiomas são falados na Colômbia?,30789,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,30789,30789,30789,30789,30789,30789,30789,30789,30789,30789,30789,30789,30789,30789,30789,30789,30789,30789,30789,30789,30789,30789,30789,30789
Qual o maior estádio da Espanha?,36340,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,36340,36340,36340,36340,36340,36340,36340,36340,36340,36340,36340,36340,36340,36340,36340,36340,36340,36340,36340,36340,36340,36340,36340,36340
Que surfistas profissionais nasceram nas Filipinas?,11911,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911
Quais são os cinco condados de New York?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cola é uma bebida?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quando a princesa Diana morreu?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Onde é produzido o vinho espumante na França?,14600,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,14600,14600,14600,14600,14600,14600,14600,14600,14600,14600,14600,14600,14600,14600,14600,14600,14600,14600,14600,14600,14600,14600,14600,14600
