,base,base,base,base,base,base,base,base,base,base,base,base,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn
A que partido o prefeito de Paris pertence?,32327738565,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,4057927531,4020847583,3990277180,3959710090,4507682372,4060452315,4136070456,4007082551,4074942295,4045175205,4076101421,4075648286,4119622583,4171331955,4097497853,4222855207,4447778034,4301604725,4508079565,4506281364,4692918311,4779999299,4824519053,4898229669
Quem escreveu o livro Os Pilares da Terra?,1867643395,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,1052876273,1040405652,1095695969,1063530242,1096691173,1100866338,1128607307,1065805029,1040692589,1124570677,1079077484,1060247009,1045441895,1063173213,1040411712,1110014390,1119207799,1072065431,1061392254,1078436546,1040864225,1083941535,1078153460,1166373736
Quem foi o 16o presidente dos Estados Unidos?,4986719839,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,3185386827,3108949144,3185378329,3083566353,3194394033,3174408111,3152781464,3550887554,3201691335,3117981331,3048583158,3122065881,3573633137,3093564833,3072589792,3110068509,3192556005,3157318597,3077554129,3112836204,3081876220,3112756167,3011509550,3170428717
Qual a altura do Monte Everest?,4421437636,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,2598524462,2537377665,2555304732,2599901568,2645360528,2587846432,2567377668,2761257419,2609146178,2539590235,2776995111,2810259351,2616526593,2534894867,2579098852,2574678525,2555181444,2550632488,2575486695,2923185360,2628428699,2608199007,2627985832,2601299744
Quem foi o orientador do doutorado de Albert Einstein?,46391328141,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,29163275874,29233020571,29752705210,29419646211,29680223396,29681384816,29908007867,29363180005,29238536407,28975373470,29445141254,29264499345,29408413918,29422166785,29737688608,29670399447,29560366238,29611075729,29848085883,30075038615,30366880861,29819597120,30549575552,30179326306
Em que cidade Sylvester Stallone mora?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual a moeda da República Tcheca?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Sócrates influenciou Aristóteles?,3431540425,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,1071981612,1126622532,1200238136,1127652092,1132539554,1118663591,1104999454,1133435177,1111066146,1111530770,1153073151,1125205802,1144480352,1169883296,1207611748,1170665623,1169665178,1208728669,1202757511,1197987027,1197454636,1204267742,1362983353,1317601645
Qual o fuso horário de Salt Lake City?,3057141180,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,1994709399,2013712153,2056320480,2045568644,2090104273,1966785048,2028983780,1961022643,2051525567,2080895001,1977635568,2064195202,1969572987,2040302531,2038508366,1967669374,2022336257,1947921240,2022598067,1984921969,1952645065,2025290668,1994234516,1935997582
Quem é o filho de Sonny e Cher?,22259385290,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,5108008197,5296305434,5367772732,5215406750,5405827956,5257485763,5408442481,5316406136,5418681676,5327414847,5286884442,5490427683,5503261301,5455084400,5563761358,5530418632,5676148801,5838689530,6002398208,6027051376,6153700438,6301453334,6414787054,6218081642
Em que cidade está a sede das Nações Unidas?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem é o fundador da Penquin Books?,55029047894,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,38628963171,39745116530,38750506779,38856200905,41233562030,38992246501,39731608900,38931839957,39316207059,39681508534,38912962965,39624855847,39017511527,40287795760,38986462062,38637835968,39106839033,38850313812,39136323771,39658570922,40119449016,38768378189,39140557498,38583204690
Quando foi fundada a Jack Wolfskin?,1895227863,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,1036221640,1055231271,1029721840,1037510368,1035606553,1023100713,1038655055,1016935457,1032505420,1062633874,1022301764,1064451557,1074885765,1050786834,1014745621,1007549868,1027131155,1058457154,1065091523,1062094676,1028845762,1047182202,1035240068,1018163131
Quem é o prefeito de Rotterdam?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Liste todos os oceanógrafos suecos.,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Mostre-me a autobiografia de Hemingway.,7367620707,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,4975581004,4815966481,4897145883,4827324940,4750782769,4854724735,4818671823,4774662496,4807820370,4792736138,4893769584,4763123706,4818720493,4732652654,4815853614,4760539567,4769509409,4780563719,4792296254,4782611285,4853275279,4910575012,4735304757,4843621947
Quem são os pais da esposa de Juan Carlos I?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Tesla ganhou um Prêmio Nobel de Física?,2206086448,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,1287075683,1327877601,1394666906,1353544454,1335368245,1330010422,1328730896,1339503495,1314022303,1376243138,1345507257,1331182039,1352596697,1367800398,1381560346,1391049277,1372901234,1376277506,1408452471,1345514034,1423615773,1400584734,1401048315,1404756354
Quem é o jogador de basquete mais alto?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual cidade tem menos habitantes?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
A proinsulina é uma proteína?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem foram os pais da Rainha Victoria?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Che Guevara teve filhos?,4164281758,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,2687081297,2693964145,2756898740,2729522638,2705893178,2679628051,2755039986,2653009201,2701599849,2686794950,2707177246,2672474320,2710676478,2722354277,2619228956,2672205842,2649974418,2651176011,2709101625,2698688316,2698267466,2690868796,2669972724,2706678942
O lago Baikal é maior do que o lago Great Bear?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Kaurismäki alguma vez venceu o Grand Prix de Cannes?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Liste todos os livros de William Goldman com mais de 300 páginas.,36085481573,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,1578790856,1534200380,1528730917,1503440550,1618735129,1597529768,1583884689,1570443165,1504947653,1543150344,1622641575,1550493274,1666474077,1628606514,1621248584,1762471619,1729589917,1817089188,1991497358,1926823395,2343255841,2353109129,2707575079,2682727903
Onde está localizado o Fort Knox?,1746443526,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,1031541393,1046463239,1085600645,1064503732,1049239093,1047984311,1081266886,1100147204,1054181216,1072891566,1057581535,1050425495,1053778127,1058931398,1139392208,1027256143,1093858733,1055970820,1043083223,1074989285,1070965628,1069458539,1037067366,1026880313
Em que estado dos EUA fica o Fort Knox?,1274254504,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,806956342,755576654,762586069,760048158,776192071,764898281,787868437,787559555,773045535,774229725,775293785,767704380,769531159,810384275,782766683,769491083,796820720,770136984,773422129,778498929,760464385,782990284,764265886,766387240
Onde está enterrado Syngman Rhee?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual é o fuso horário de São Pedro de Atacama?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
A que movimento artístico o pintor do quadro As Três Dançarinas pertencia?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Que cientista é conhecido pelo Projeto Manhattan e pelo Prêmio Nobel da Paz?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,1169665317,1228222275,1174346735,1147494323,1178482238,1190631576,1208089602,1242783566,1245250135,1253423514,1295642915,1346707192,1312665011,1356202578,1350392068,1359335238,1518648353,1479356862,1688053658,1766935618,2174228679,2124712561,2289374661,2274814819
Mostre-me todos os livros de Asimov da série Fundação.,83847210358,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,1872139203,1830002192,1866993948,1936774857,1798518973,1782924335,1857052883,1839465489,1955746316,1916176495,1853712594,1882575437,1892477880,1845238044,1881544356,1921498945,1833693308,1927874291,2009842005,1926076969,2023108891,2110364704,2586147173,2455995568
Liste todas as cidades em New Jersey com mais de 100000 habitantes.,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Que museu de Nova York tem mais visitantes?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual a altura da torre Yokohama Marine?,9238383861,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,2698659523,2586167647,2608424182,2684006185,2673957664,2504601258,2530960433,2654214744,2706219636,2622050296,2971888869,2566114182,2630657781,2794381028,2556120738,2552356433,2570536030,2646118261,2579245662,2523949492,2655873316,2586483510,2596230593,2568747710
A nova série Battlestar Galactica tem mais episódios do que a anterior?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem é o jogador mais jovem de dardos?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quem desenvolveu o jogo World of Warcraft?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual papa fundou a Televisão do Vaticano?,53881304369,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,21268620097,21413963001,22366354579,21087896623,21018433050,21173656038,21290659657,21498731227,21281039613,21668423676,21123878225,21373318670,21397843395,21103860503,21228337076,21761429313,21626263625,21689931942,21653331041,21813392427,21658576672,21695832786,22112879083,21840152327
Quem compôs a música para Harold e Maude?,36184224428,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7143076559,7144272511,7267712137,7121084302,7210772628,7582591573,7116662519,7206637190,5670403336,7350955846,7168967662,7288517878,7277611286,7170470165,7281097052,7318287229,7292199873,5858973219,7205389773,7234730575,7369903627,7519292800,7375188173,7207001282
Liste todos os membros da Prodigy,11212520414,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,3408785685,3318895974,3381012791,3347256261,3287835709,3344917676,3399129567,3236344917,3390993658,3345741664,3350407482,3371343491,3381048704,3286693963,3305407605,3357488148,3420063560,3340311968,3319968383,3362385499,3402334374,3311023552,3286797454,3350180063
Quem atua nos filmes espanhois produzidos por Benicio del Toro?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,1537626713,1561312707,1612948575,1632539369,1627199991,1534733577,1655841618,1663035062,1692656723,1712509511,1787516780,1765837072,1700163789,1761085102,1801562184,1831737742,1769192370,1838668673,1900345062,1755268641,2369905930,2281503015,2679333866,2505465392
Qual subsidiária da TUI Travel vôa para Glasgow e Dublin?,34879161381,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,9064936477,9287097339,9379882484,9050783824,9217313438,9135278087,9340950760,9204004814,9108647141,9162058993,9010771494,9320073579,9349390994,9528787135,9361396368,9317245339,9568226199,9444410644,9401254431,9446404203,9358867649,9141962267,9539910040,9723145927
Em qual país está localizada Meca?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quantos idiomas são falados na Colômbia?,164582315513,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,3347430317,3361605885,3358259501,3362697570,3380683572,3307522733,3347322982,3420949076,3424917446,3438699769,3373666915,3323059464,3414471311,3561059068,3482419073,3449454454,3578575468,3554192853,3608479907,3611646889,3632220709,3702757596,3598380155,3659676126
Qual o maior estádio da Espanha?,7460365770,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,1768879199,1809351954,1838584825,1720494301,1858785268,1774343410,1765095731,1812988140,1855522419,1789255789,1758908462,1830902780,1797796360,1787059998,1788692084,1809500000,1855927003,1881024365,1846299183,1710153160,1757892375,1838329909,1859564952,1748464679
Que surfistas profissionais nasceram nas Filipinas?,22688780836,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,10569523849,10541325142,10780752971,10628220528,10726618222,10558996536,10970019476,10793368711,10916510014,10959541584,10703059211,10809863986,10648697038,10789599627,11074458571,10968081550,11142698291,11222968375,11436974844,11318306343,11446780217,11437325630,11437131888,11370538927
Quais são os cinco condados de New York?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cola é uma bebida?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quando a princesa Diana morreu?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Onde é produzido o vinho espumante na França?,17357973883,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,8855478591,8874515949,8910086213,8626928120,8845947269,8862636414,9024317599,8931227620,8983321215,8935430452,8769202066,8962420255,8992110230,8990215043,9118752262,8980700913,9305602826,9107058575,9121410038,9170269547,6918699306,9060883002,9064597755,9116735004
