,base,base,base,base,base,base,base,base,base,base,base,base,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,slm1,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn,sl1mn
Liste todos os atores que atuaram em Last Action Hero.,9221223970,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,6143319227,6084226208,6032043301,6030078317,6122180230,6099242898,6070888022,6057291716,6121938591,6058898698,5991002577,6100247565,6085364078,5973084139,6037539018,5971521676,6004632708,5994309177,6074992901,6025027923,6108913613,6059654104,6092821771,6018550534
Quais são os apelidos de San Francisco?,13521469249,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,8447560946,8195233976,8282316597,8446493647,8489828122,8131708409,8287293387,8227209559,8436216928,8205693981,8235273147,8206653103,8440326446,8252613463,8420534480,8274825606,8218577650,8168006818,8199506190,8241667693,8352368891,8252729681,8161201629,8315249923
Qual foi o primeiro álbum do Queen?,31420560628,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,19285494738,19253420524,19321883270,19340928221,19227880434,19210085882,19170347767,19218567789,18940436742,18910615885,19102099041,19215123959,19232826370,19223394670,19228213793,19236359770,18898906275,19247787192,19300724677,18960640269,19447375191,19140144462,18914677579,19449848961
Por quais países o rio Yenisei passa?,12257215032,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,8059389943,8002088004,8020497072,8024737191,8001915530,8028654456,7927202321,8231874816,7999530143,8039859980,7961765514,8087500808,8080935382,8179884009,8013205432,8036632923,8192182538,7937236902,7982698441,7987884964,8056328930,7997496117,7949167412,8074438139
Quais séries de televisão foram criadas por Walt Disney?,32401014008,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,12459734418,12394315944,12398319608,12441849720,12600714455,12377688137,12541264561,12412535838,12652643774,12535085693,12673929578,12577579163,12624524682,12565977781,12648212805,12732938405,12766894642,12734279465,12840241948,12765521199,12872859242,12773093961,12652678501,12821636118
Qual a ponte mais comprida?,11463189413,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7173757312,7099033441,7157093113,7050020821,7204924601,7094628873,7265218633,7312045939,7159315001,7118803793,7174891465,7186046184,7325999174,7120245815,7243058867,7117783008,7114362546,7038838679,7247710479,7110734082,7153330238,7265083037,7150206798,7237366311
De que país é a Sitecore,14996676924,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,9717569453,9712334005,9697976559,9637318210,9658673100,9585913972,9673215545,9589598221,9720916333,9682484355,9696121052,9664258466,9699446806,9798344818,9546458342,9831085711,9544696539,9663269050,9660596086,9714156327,9650287564,9655546048,9596091691,9768993558
Com quem Lance Bass casou-se?,11457404058,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7960603170,8108400327,8024899618,8054716231,8115119619,8062357040,8027224597,8072384452,8075100100,8073488741,8016270165,8096017473,8060148991,8010320230,8200077094,8029161435,8052310932,8118777776,8137024374,7963704248,8076588926,7967626189,8040036824,7987109312
Qual a capital do Canadá?,32508960304,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,19596198648,19747726871,19555244215,19675470358,19685621940,19330068647,20097757115,19463339943,19419477736,19321678186,19642010120,19401302132,19600090805,19340788647,19393973670,19638007079,19422296486,19429588141,19372753716,19325204253,19277471849,19491260858,19446353972,19485331075
Em quem Vincent van Gogh inspirou-se?,12125340994,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7592812723,7536719541,7434216559,7511172056,7486089762,7473867117,7581463651,7571624570,7498065363,7422324626,7500523520,7486610677,7599445438,7534983230,7529398157,7531507313,7470571112,7413821089,7507410972,7547515499,7486554264,7466530203,7512718833,7494515953
Em que cidade John F. Kennedy morreu?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
O presidente Jackson dos EUA envolveu-se em uma guerra?,10933085500,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7564438734,7489813216,7501163264,7553886400,7476963108,7466891048,7515464784,7496163030,7475852043,7436876376,7531600932,7620334481,7445777535,7505585223,7409611318,7589735111,7548293955,7467535963,7441968284,7826078036,7507364825,7548370187,7480306154,7497219893
Quem escreveu o tema do Game of Thrones?,11777608722,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,8501161454,8302856994,8478916761,8538075078,8347271513,8264703464,8319858964,8293245561,8474560949,8265923969,8317887356,8458194319,8301941326,8317937444,8300057828,8246508435,8229821192,8522722247,8292077681,8315424301,8282073888,8239137952,8529847025,8422089910
Quem projetou a Ponte do Brooklin?,12373970238,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7716993610,7650617120,7674480415,7600795685,7664332672,7669108505,7612980585,7595239282,7677467552,7674177261,7620101862,7616582887,7694174826,7615228233,7608091689,7658031467,7615013835,7641410630,7590036246,7657431952,7617482294,7597673834,7659630823,7753607349
Quando Boris Becker encerrou sua carreira?,20411644975,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,11516398095,10993863308,11279145938,10997177431,11040922331,11033194452,11349905739,11073509277,11064732635,11061890970,10974980195,11484322761,11357184576,10984172204,11517663398,11063224577,11096270714,11130064930,11101886568,11199007709,11328803952,11086895251,11599134225,11180562684
Que tipos de uvas crescem no Oregon?,11785636716,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7836730395,7825603038,7868214741,7992117454,7864442183,8016117942,7844562259,7852968943,7999300618,7973070075,7948550887,7887732686,8054247539,7845262752,7932789423,7866116201,8092169067,7911462209,7953743593,7855466120,7865300414,7951626858,7836633518,7863057109
Qual a altura de Michael Jordan?,17870942852,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,10656068988,10691005788,10599828192,10480073747,10628807854,10623759473,10643171982,10566894384,10638009652,10984020480,10535650222,10663751991,10686342698,10503223249,10662412163,10636583849,10561707319,10581198249,10633546069,10812881316,10671157142,10549689788,10509672414,10650256011
A que partido o prefeito de Paris pertence?,47325432333,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,13895269428,13733397012,13668872217,13565137611,14133936748,13721531891,13772714153,13659786391,13861395811,13817677572,14006718562,13689680148,14025833686,13746760038,13747824849,13787352570,14135428336,14087567217,14235440919,14181519440,14438919254,14734352238,14653418269,14622298088
Quem escreveu o livro Os Pilares da Terra?,16646286616,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,10417164034,10375648187,10505595273,10561542064,10478015221,10426533195,10506280486,10445555900,10383308495,10482103879,10509173628,10381268333,10477602392,10428973971,10447273487,10473183652,10491902884,10533388062,10491814563,10382368113,10318280914,10513712679,10495110222,10520399412
Quem foi o 16o presidente dos Estados Unidos?,19608899775,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,12735568406,12480878844,12623515408,12418583948,12559462842,12542366717,12574493484,12910803266,12700631634,12490640372,12372127924,12483221574,12950331147,12453689087,12419668548,12447371200,12628495497,12506105935,12427620315,12477965227,12549499737,12459822078,12333367682,12753616563
Qual a altura do Monte Everest?,16100300314,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,10689232486,10521137119,10766293267,10680342353,10665736893,10587569331,10615530922,10830991335,10782009859,10528041299,10787818959,10837187016,10682003946,10541322422,10695375988,10560976451,10614175394,10493002933,10633912694,10895197299,10576567122,10581172572,10576497325,10759794758
Quem foi o orientador do doutorado de Albert Einstein?,65729088318,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,40987987490,40933509434,41599708953,41154881814,41444258033,41473444056,41671246890,41076920254,41003799655,40664966013,41323311942,41164104687,41230665414,41174601650,41360988069,41372262954,41267041519,41313028497,41567835175,41889131251,42106291300,41549412170,42348067693,41890742052
Em que cidade Sylvester Stallone mora?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual a moeda da República Tcheca?,11922731487,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7409061990,7402165472,7602735705,7440510229,7363899658,7411529688,7408495672,7482408396,7486231242,7388217363,7367552765,7404582495,7501102304,7363372779,7463940709,7379387133,7363560616,7632865056,7628355977,7406254637,7335340431,7360456720,7363907710,7336164495
Sócrates influenciou Aristóteles?,13798801102,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7345341697,7507517969,7523617704,7359352582,7378359408,7416830417,7460933547,7343326813,7330144610,7450720347,7386938736,7430689587,7400930859,7433156990,7490485171,7472283163,7428659090,7536150084,7524465971,7434043485,7448450237,7469468770,7570971528,7697524365
Qual o fuso horário de Salt Lake City?,13619206532,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,8792920354,8739951388,8899256827,8758629393,8833810515,8711252166,8780798229,8656601483,8816223872,8895001801,8813065487,8849667196,8704752875,8815300667,8869660669,8854950643,8744863935,8665139340,8843427662,8768686441,8700607492,8782635667,8705380008,8660312662
Quem é o filho de Sonny e Cher?,37947151831,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,14878417103,15025533725,15163734174,15097932373,15322283804,15070425804,15148473745,15052082277,15226294960,15137315627,15078368854,15123644912,15290321716,15166618259,15245623292,15131673424,15364569267,15595865190,15723641729,15741365176,15845915357,16048898506,16182944435,15858477393
Em que cidade está a sede das Nações Unidas?,12277763246,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7951494554,7842989116,7912329240,7939692066,7952300947,7874475702,7917581991,7895930530,7958577236,7841061202,7919077540,7932034265,7900525921,7939064273,7875473276,7826583754,8026949331,7848308013,7883704497,8016799317,7957540386,7856359995,7812163368,7900665681
Quem é o fundador da Penquin Books?,74145983862,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,51694250868,52762368939,51834558108,51859689947,54336346472,52047143389,52768469933,51866817155,52462520948,52628568195,52136604765,52556616482,52328338362,53267129892,52065620781,51613615368,51999762953,51802302153,52134163001,52525857649,53203318086,51832775988,52074497517,51572606556
Quando foi fundada a Jack Wolfskin?,11957971337,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7379971743,7392988157,7391127092,7390817667,7404828903,7359386916,7350983724,7377539106,7447140098,7368867498,7546594749,7566397388,7442781217,7397746556,7353537669,7440009901,7320062441,7515582118,7528329571,7415825060,7361279074,7410560227,7350721561,7467181882
Quem é o prefeito de Rotterdam?,13181011461,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,8775732335,8735629015,8764930806,8732093175,8738038786,8756319256,8753179966,8800887988,8945889194,8692217316,8814671885,8831195184,8834880678,8783548180,8980507330,8751572597,8765946884,8688881216,9003578139,8654969634,8687085850,8799763483,8723076363,8740126959
Liste todos os oceanógrafos suecos.,9240269977,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,5607823747,5647967407,5614807785,5713852072,5696925090,5760727195,5710096772,5626148585,5670871623,5594545906,5651252856,5598125460,5629855279,5719659286,5593534320,5686774025,5664664987,5668178016,5763787023,5622701068,5654925608,5664941887,5614444604,5689186786
Mostre-me a autobiografia de Hemingway.,19780055717,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,13634628648,13390638330,13581010116,13431496311,13376878090,13465059245,13444958492,13423029290,13441517866,13472614863,13548019324,13399213983,13528779725,13381678463,13407355969,13394247506,13384719866,13431755833,13440871480,13340648174,13460934303,13454840297,13315956095,13549349930
Quem são os pais da esposa de Juan Carlos I?,11330340902,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7814504660,7718889000,7689542873,7640082248,7690151743,7754107903,7799399530,7691408106,7710768548,7783534750,7805624761,7773643986,7652314225,7888804635,7653684207,7652478768,7743665535,7616768299,7671309338,7661551360,7748605809,7702363005,7666669141,7626665768
Tesla ganhou um Prêmio Nobel de Física?,15333578612,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,10156731255,10315374427,10606822099,10277413502,10178461845,10297524123,10230140564,10234714392,10348503925,10308726988,10372996355,10461379867,10597770561,10503521459,10491942995,10340189142,10258516516,10311167787,10552393814,10215406100,10535161439,10266201844,10243457426,10279573284
Quem é o jogador de basquete mais alto?,10440260054,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,6534845417,6517378399,6506092776,6552495363,6515993779,6530231618,6495229038,6581202150,6477049587,6631116607,6561954197,6519896944,6475695924,6574563032,6551749815,6543870489,6516673436,6516716093,6604035136,6644589416,6477071101,6641461291,6714426022,6469181098
Qual cidade tem menos habitantes?,11594717526,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7532034359,7486606880,7538909074,7573539192,7510261193,7535423817,7633283335,7474724124,7595748611,7448947540,7577861834,7483866379,7571329686,7474340495,7775169233,7566689383,7513840450,7585050951,7465188727,7577953227,7668820858,7542863816,7575305310,7612200278
A proinsulina é uma proteína?,9298076009,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,5766856236,5761736277,5686311428,5832976709,5793528265,5723307462,5842963860,5744746449,5777513415,5788571960,5705747719,5923219969,5744703006,5743572379,5921868352,5753138561,5780646007,5667071413,5873155042,5781066178,5725554982,5765728587,5764488495,5799475047
Quem foram os pais da Rainha Victoria?,12091972531,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7689559653,7506345740,7606466262,7491847594,7548216908,7520574861,7746101058,7471495361,7490868161,7747735897,7480619523,7472405473,7483299497,7469396652,7538653857,7506104005,7482386829,7777876982,7452494020,7453662491,7492891401,7472992598,7488600990,7546066221
Che Guevara teve filhos?,17751282022,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,11180688199,10950100863,11073428599,11082698438,11013461123,11089120656,11127240444,10951572443,11106383365,11008758400,11088318588,11130970214,11139718856,11162280483,10880356688,11053633920,11165309475,10947070743,11002595783,11062481865,11052933778,11080868047,11038147863,11051117066
O lago Baikal é maior do que o lago Great Bear?,8845423317,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,6336330170,6315660939,6419920453,6424423726,6370780138,6387630111,6316667499,6298840612,6364623074,6312147915,6432980406,6310384474,6365215772,6389447067,6404487730,6402345096,6332737498,6370579565,6312323843,6336051310,6360927896,6315717816,6387804805,6344347501
Kaurismäki alguma vez venceu o Grand Prix de Cannes?,14803238403,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,10066734348,10175071816,10085359291,9956533200,10029716134,9811308674,10110394714,10222619298,10153060844,10010174362,9950283999,9929154950,10017053111,9972210878,10230115533,9959905147,9901782542,10100760203,9941710649,9892649287,10028217599,9964644370,9898901038,9977158669
Liste todos os livros de William Goldman com mais de 300 páginas.,47673003243,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,9733269405,9585592681,9538684822,9509673253,9819002623,9631011159,9576523242,9573032509,9599937546,9584745079,9668210731,9563714302,9737996384,9676160526,9596628806,9851110013,9872804575,9859078363,10013948589,9947560410,10297721856,10514699337,10755518523,10723828227
Onde está localizado o Fort Knox?,11262370159,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7706248912,7780592267,7816723860,7766042975,7734818157,7748524539,7771792612,7869252490,7805514400,7815178823,7763795141,7743986250,7762781664,7839788931,7798255525,7797728691,7731149481,7678681327,7690599145,7813377660,7711136989,7829306723,7785676103,7766473564
Em que estado dos EUA fica o Fort Knox?,11478764647,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7653976363,7536178896,7573637119,7596530707,7625977543,7557298220,7606901366,7564401300,7542832256,7503906013,7497290011,7487603940,7557469184,7710890392,7705188810,7496485168,7532466530,7438718992,7511320687,7525941554,7657586309,7496276245,7555818848,7630419173
Onde está enterrado Syngman Rhee?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qual é o fuso horário de São Pedro de Atacama?,10184399161,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,6985453697,6851968990,6790159929,6979321537,6793463416,6783611575,6779604264,6803775681,6833637619,6738805472,6936851193,6803995941,6764264131,6808167378,6955149651,6782307730,6920902235,6929939611,6878909283,6728378836,6726330250,6869890818,6850147358,6808167914
A que movimento artístico o pintor do quadro As Três Dançarinas pertencia?,13215914591,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7959457840,7903405703,7890496187,7955115888,7847780145,7921521153,7897295408,7837834267,7993132005,7802221586,7928681456,7875232316,7847302904,7922446362,7934928397,7962463755,7942806294,7841610542,7785842373,7805346679,7857767953,7966346106,7740537389,7770977059
Que cientista é conhecido pelo Projeto Manhattan e pelo Prêmio Nobel da Paz?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,9826146252,9852090420,9783166202,9780508891,9819253537,9813810674,9809807897,10088449337,9892858088,9759693232,10057129188,9929174393,9993089177,10088894763,10063579250,9944641123,10160699788,10100849081,10381678428,10539703164,10887942733,10724059531,10897735544,10887080450
Mostre-me todos os livros de Asimov da série Fundação.,104048501586,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,10453800792,10439925830,10474073380,10443318422,10389768246,10388923742,10529803549,10413336600,10612035345,10428012803,10402533434,10610831638,10514781540,10330409350,10411090210,10497892960,10480675545,10426343067,10602750897,10533057530,10584537704,10717415510,11195995606,11077836267
Liste todas as cidades em New Jersey com mais de 100000 habitantes.,16115834635,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,6801964369,6775185088,6865817469,6778008172,6846785621,6758778516,6727966861,6767248226,6803238128,6860409119,6801711719,6819453908,6766386163,6793071582,6817716178,6765132122,6755475405,6765477076,6767085362,6768677909,6884291258,6789072347,6768143366,6757228353
Que museu de Nova York tem mais visitantes?,18974084327,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7492745640,7445414024,7381966471,7413104473,7541982030,7433200069,7709136314,7444672234,7567742194,7341836895,7418065307,7366490335,7627570348,7324399980,7402668409,7399043797,7699507191,7419231917,7386858655,7439748698,7660824485,7399644553,7387056910,7438192111
Qual a altura da torre Yokohama Marine?,29699656523,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,11007527961,10866642212,11050017913,10977329232,10991010067,10707615318,10710933511,10998895934,11096700216,10822924503,11289415312,10863899998,10906782706,11095334579,10775840564,10704177611,10750362508,11052404500,10883657514,10841371263,11030102351,10846053661,10895245173,10822818332
A nova série Battlestar Galactica tem mais episódios do que a anterior?,15832913177,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,6766069444,6850054232,6880541542,6790285255,6823377254,6790336164,6820416495,6782185735,6832323326,6758227683,6855578882,6881349834,6758897897,6780541688,6828019566,6836945990,6762664669,6820473126,6794373252,6789500501,6770267797,6871056458,6855759152,6749056491
Quem é o jogador mais jovem de dardos?,16181007579,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,6399672839,6543115424,6407053117,6363807427,6448546719,6491434537,6434004350,6432569168,6423880671,6469405829,6370274406,6438031270,6394692312,6532759473,6386150681,6421972546,6401593868,6507456066,6401065883,6413272217,6424547116,6401323881,6456212102,6373492095
Quem desenvolveu o jogo World of Warcraft?,17164386883,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,7833063677,7869849520,7892770693,7791440882,7871072519,7874478931,7881746588,7867894053,7851885904,7843547353,7913828031,8042482897,7948454256,8078093174,7896368535,7860188217,7907429547,7874378550,7896843223,7891994408,7812461256,7978906407,7881824752,7843284938
Qual papa fundou a Televisão do Vaticano?,92289430061,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,37043638214,36915105778,37922957556,36686034552,36641144485,36730999832,36956129906,37213949174,36996152740,37186389796,36680468290,36745184825,37017945924,36512736144,36859567794,37466322311,36954440159,37473923930,37372595890,37244117819,37049693718,37161303001,37763630400,37464693951
Quem compôs a música para Harold e Maude?,60020610312,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,17021248628,17100902339,17213895127,17109114546,17209125221,17530887778,17082832630,17147576747,15643308399,17272643820,17139026300,17256504685,17458397980,17111310547,17197146414,17317004839,17274272923,15823822361,17070374030,17097311165,17314853153,17380080233,17446323003,17101896332
Liste todos os membros da Prodigy,30233082345,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,11460456157,11296340384,11495239902,11563550768,11417031386,11408271257,11460183721,11397643820,11514532117,11349402011,11403005522,11344600987,11414876729,11459784508,11452679705,11492746118,11481489701,11308772483,11369860212,11372181905,11388726538,11300032908,11360275907,11365335625
Quem atua nos filmes espanhois produzidos por Benicio del Toro?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,10216207648,10334152072,10273407741,10289210752,10318143677,10192642747,10341350240,10495307380,10383859575,10314831478,10560547747,10590737143,10402302957,10606474263,10480069969,10758739092,10534136725,10740951698,10826995644,10426311404,11144297552,10960526893,11532386904,11291269100
Qual subsidiária da TUI Travel vôa para Glasgow e Dublin?,62689463579,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,18003836224,18276056746,18402924417,18017946212,18238243752,18069190505,18421875454,18208018191,18123480238,18196855849,18018330000,18335756394,18444944364,18615600761,18385149454,18319911392,18537996919,18487571500,18554434264,18477728597,18347210674,18150523977,18593236325,18667741317
Em qual país está localizada Meca?,-1,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quantos idiomas são falados na Colômbia?,194887918888,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,13196719876,13227229249,13267335589,13209569162,13272681760,13154127799,13294782279,13192482616,13513943000,13219786620,13295953920,13073711417,13310981446,13434264812,13380385013,13232514456,13443592112,13507410691,13636326677,13602934847,13543720721,13615589783,13470668907,13653147622
Qual o maior estádio da Espanha?,49765107788,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,10218197520,10483439245,10318761519,10264670369,10320736586,10295027018,10331199673,10329632372,10313064266,10300804124,10256032430,10315982891,10419436264,10335821345,10229336604,10342600797,10356505057,10336320237,10275425663,10204216340,10222589153,10321568365,10429418522,10174712290
Que surfistas profissionais nasceram nas Filipinas?,80804180516,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,20420064537,20338475312,20634829093,20553840081,20582199824,20454088012,20767742144,20721219548,20693357715,20704433812,20493131350,20608131454,20391094917,20789658093,20969710086,20908484143,21066917934,21053470162,21243191851,21175135411,21406247584,21339613724,21337315806,21162531685
Quais são os cinco condados de New York?,28722169149,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,8120101578,8101690963,7996368392,8167818396,8060439976,8077776322,8034963945,7990804449,8099037455,8116782774,8007174350,7921225099,8067915193,8181879806,8184728349,7974946783,8025925661,8096662007,8202697627,7993884066,8058667966,8061362201,8003490432,7997833457
Cola é uma bebida?,41588078977,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,10315230035,10282154502,10312436541,10256314979,10294972746,10253342684,10341829684,10476272979,10421241337,10195767061,10342401201,10353372970,10299243667,10527802628,10256449109,10333030295,10360327028,10298130554,10416359388,10212639959,10204274699,10270345966,10170591410,10287645352
Quando a princesa Diana morreu?,26362432407,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,8366464208,8365281717,8410308582,8341852349,8306639922,8342522710,8385844508,8312236558,8371811739,8309500217,8486963473,8368155649,8547849459,8345864849,8324093855,8379873269,8318009494,8326614120,8368838798,8435088334,8330645350,8281505408,8344920910,8396615838
Onde é produzido o vinho espumante na França?,47062790356,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,remove column,21962326408,21839716172,21847704309,21456886240,21673969395,21602313989,22030277876,21753739633,21915217475,21655438206,21953654930,21838945791,21916082831,21856940018,22233348222,21927485670,22140640241,21983829888,22015227064,22228622909,19876906408,21910091657,22093799466,22305626426
