;base;base;base;base;base;base;base;base;base;base;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n
Qual o fuso horário de Salt Lake City?;8795091226;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8630007073;8530734738;8520193104;8560339061;8778263124;8501524705;8415692463;8557908664;8593543755;8417878104;8530334640;8493657476;8627733448;8575779811;8569041059;8607939172;8695839592;8687707990;8541458481;8617844680
Quem é o filho de Sonny e Cher?;23776154009;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;14482824078;14110510112;14357248967;14526708629;14332175304;14483105456;14452174378;14540593521;14427939860;14456297627;14588721148;14448936986;14646493109;14550771020;14807787374;14845691158;14939420606;15008034119;14715240000;15069189560
Em que cidade está a sede das Nações Unidas?;49761128448;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9830225891;9877782328;9755643181;9752742069;9931500166;9893974865;10055184246;9890905549;9781632498;9762948060;10093259140;9982850141;10064639750;10021941317;9913658339;10060417623;10023207720;9926779757;9985273131;10022922171
Quem é o fundador da Penquin Books?;51300816003;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;51029026869;50466961627;50262995032;50030290229;50034536502;50079512566;50162452914;51474613345;51364052890;50033369930;49688277591;49810692536;51409010661;49760735804;50299777108;50099640382;50318099982;50338568341;51386360409;50557705493
Quando foi fundada a Jack Wolfskin?;7405488982;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7408835895;7486185079;7411626361;7443758086;7446314236;7386526409;7456566985;7483428341;7363495689;7369591850;7476228555;7379917189;7397343826;7356186216;7440621917;7365931580;7478382937;7517474384;7346102147;7474985301
Quem é o prefeito de Rotterdam?;24568959694;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;23766614068;23680856447;24011090111;23910336284;24043352327;24011640876;24067426520;23876509029;24036140175;23954248254;23903712795;23844168844;24020334000;23867721500;23682788234;23705294659;24045937736;23738988107;23937680937;24666031577
Liste todos os oceanógrafos suecos.;5825454461;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;5716887200;5786265627;5738577619;5687071667;5679929648;5643968453;5629116590;5782099853;5707858621;5637961128;5743730687;5687976175;5662577108;5719418352;5657856848;5700533120;5723977891;5721095798;5743446015;5732579079
Mostre-me a autobiografia de Hemingway.;12867394236;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;12287016220;12165835482;12234897977;12255966576;12275513685;12325624410;12223547469;12136412429;12246560910;12165043576;12242863536;12194360116;12382824604;12135575546;12249486492;12298538453;12218973476;12359662606;12216778883;12336728830
Quem são os pais da esposa de Juan Carlos I?;16518810931;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10350408051;10247140553;10264946754;10177557550;10291985915;10252235680;10259934306;10432138854;10449077619;10276704483;10515378137;10383619041;10570903846;10691649503;10454938238;10546955475;10376880082;10606042233;10505862712;10476542503
Tesla ganhou um Prêmio Nobel de Física?;12315897309;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10321491087;10314873337;10116241994;10318683876;10074834025;10226954873;10497437687;10241874306;10135186178;10067746477;10280656134;10233756033;10206733394;10302893430;10433722619;10374084608;10421991937;10197622081;10322562947;10649695728
Quem é o jogador de basquete mais alto?;7961438576;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;6593119655;6601319059;6559649420;6599373306;6532428634;6648095615;6521701126;6525048439;6649687357;6537030767;6632566986;6560998192;6602859549;6572486633;6709573410;6573398709;6527057232;6462544273;6532991268;6583998380
Qual cidade tem menos habitantes?;7725995856;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7629767127;7646612704;7501136355;7636991241;7548227037;7673954623;7628641315;7748347354;7691546218;7543847721;7644992250;7592116602;7558385426;7662843955;7657638706;7559026286;7672778812;7669558260;7630442566;7611689721
A proinsulina é uma proteína?;6076783021;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;5825404156;5867622507;5773486150;5920665919;5778917712;5864772950;5746832821;5829837233;5878033202;5804261962;5872066790;5862866144;5753190874;5755114468;5867335424;5894523458;5919620836;5892474409;5772426484;5902031549
Quem foram os pais da Rainha Victoria?;10920643998;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10600013094;10430499366;10540499860;10629272564;10436624620;10615370056;10654139787;10559854488;10707161044;10543135408;10560184279;10577574598;10723397106;10589606277;10664439866;10686673196;10767724254;10525061299;10611218926;10775085844
Che Guevara teve filhos?;11032927953;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10688655625;10680442655;10691511509;10728671537;10777034041;10784263526;10809119061;10812275957;10794162589;10748111352;10724706877;10724933763;10733537801;10698581164;10837660258;10732641352;10808042168;10857836628;10714093751;10791812257
O lago Baikal é maior do que o lago Great Bear?;7524063661;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7371571847;7371700603;7316191674;7275158313;7270141377;7275636005;7345083322;7315812079;7277747338;7358734623;7201693795;7377601266;7238792692;7289223982;7271179686;7364317674;7189050494;7391519381;7305568769;7361343141
Kaurismäki alguma vez venceu o Grand Prix de Cannes?;35407800374;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;12100173038;12172971310;12122185000;12114385825;12134535957;12159387188;12042216994;12017456560;12042918752;12140151513;12089598188;12179920378;12275496795;12233485117;12288055910;12258179240;12265874243;12199573177;12224936436;12274714526
Liste todos os livros de William Goldman com mais de 300 páginas.;29128524288;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9445348746;9462395044;9377778239;9439009572;9412115013;9528258263;9570562449;9387423909;9565434814;9467688303;9499250433;9557581732;9520452472;9484925384;9642203715;9571741372;9636249809;9647047844;9789395395;9919139626
Onde está localizado o Fort Knox?;8008671116;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7911893135;7775063492;7812325907;7755234408;7796163036;7723093939;7871389735;7781542927;7787368880;7835080342;7841502529;7788157907;7913271968;7818276112;7822195913;7817498862;7876408894;7824608016;7777921838;7908798173
Em que estado dos EUA fica o Fort Knox?;43113126694;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;12130036252;12022191661;12181643690;12148233143;12099862483;12011815998;12185408578;12060501409;12231521291;12078966218;12117794684;12313677599;12234778603;12065421711;12450036897;12399170459;12575630428;12536564366;12576227596;12720755276
Onde está enterrado Syngman Rhee?;8133303496;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7620818390;7579878167;7626928653;7533135676;7573756526;7600893809;7697875786;7654783624;7717123575;7740235412;7678389311;7651633181;7750781495;7656734420;7701902927;7615486614;7855154478;7650238760;7577566874;7657395129
Qual é o fuso horário de São Pedro de Atacama?;17918689711;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;13189720796;13006776660;12871932180;12849256619;12963397347;13037660581;14228508170;14272349691;13032110345;13030002896;14195561394;13173673497;12993026693;13136062581;12970049017;13190466001;13213814714;13004899047;13120533663;13228642928
A que movimento artístico o pintor do quadro As Três Dançarinas pertencia?;19154286998;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;11487278782;11510168291;11359688253;11565215912;11476157998;11517529748;11541545429;11519547633;11570091486;11367777222;11348185547;11453213997;11584568241;11511899492;11725747757;11475269489;11573701683;11650213419;11535618966;11547241648
Que cientista é conhecido pelo Projeto Manhattan e pelo Prêmio Nobel da Paz?;139956148012;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9794554269;9835202608;9784139677;9938504394;9846566143;9820595528;10008584967;9885245798;10008248905;9768131073;10021418232;9946046115;10086354578;9984989065;10271265842;10090896702;10127158773;10176235494;10270498371;10301718621
Mostre-me todos os livros de Asimov da série Fundação.;36867094958;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10221120207;10243976380;10077753674;9989291657;10234942019;10252946913;10123620154;10203734048;10332574518;10224762246;10301312940;10065661160;10056570327;10132339101;10309782636;10164710317;10371194484;10285089810;10543802052;10700165280
Liste todas as cidades em New Jersey com mais de 100000 habitantes.;50023156307;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9876222320;9877436005;9746540062;9872328693;9705381540;9767783625;9659420562;9842998773;9947582736;9842329488;9850438502;9732202608;9755357602;9695041959;9818075476;9824388692;9882308296;9804448061;9875531995;9809701895
Que museu de Nova York tem mais visitantes?;58752418420;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10255656436;10359369163;10200370296;10295872672;10312664100;10242961646;10210487749;10362855730;10324538128;10358596190;10289523768;10429755351;10484307071;10394733402;10624986870;10525983956;10731455228;10661939639;10832316304;10826330506
Qual a altura da torre Yokohama Marine?;10596512220;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10709208780;10563950815;10504501158;10914880031;10568727610;10441031800;10754455766;10864590300;10523070803;10688451744;10632525532;10575927927;10673203031;10606627139;10549335933;10689847055;10743630134;10666193572;10595986580;10791137457
A nova série Battlestar Galactica tem mais episódios do que a anterior?;9286723248;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9143277320;9401157005;9281561090;9399201132;9279037023;9402387492;9171086766;9203604315;9361899500;9504981536;9231368436;9178714731;9233193371;9218940888;9226776967;9210553080;9331850420;9323238292;9277533776;9145175119
Quem é o jogador mais jovem de dardos?;6551719628;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;6541226315;6492894616;6485290178;6441195269;6536370331;6567799230;6596191432;6521388538;6407543144;6423817603;6442666607;6573886344;6563754444;6513261973;6482319482;6400070233;6527520891;6537608105;6565865703;6460751022
Quem desenvolveu o jogo World of Warcraft?;7936604436;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7686481154;7677382529;7546073515;7495875999;7508823604;7710106827;7578931516;7560596369;7662476131;7755653178;7493330696;7705342268;7643451033;7698032613;7684867982;7606376776;7679195655;7721114361;7540544209;7730063186
Qual papa fundou a Televisão do Vaticano?;39324596448;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;35342946892;35226917842;35742237255;38708776415;36287224315;35307854323;36090120046;35384744640;35974563436;35254165832;35494584427;35630801590;35853120377;35930176835;35298532180;35919780858;35921026270;36505374188;36006946770;36018613634
Quem compôs a música para Harold e Maude?;22737793461;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;16366468075;16251997172;16372948210;16584977391;16227381797;16476734373;16256014771;16248441356;16260774601;16348196207;17064952331;16717848999;16405477064;16438728712;16374324307;16702866713;16490650342;16492481578;16365182492;16441328739
Liste todos os membros da Prodigy;11448194227;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;11011468332;10956518523;10926791229;10867675626;11067712199;10906839812;11051989066;11039338383;10868743405;11048055648;10947388078;10869092209;10969153035;10854328959;10955910061;11084465668;11016422659;10971158407;11510338355;10988027875
Quem atua nos filmes espanhois produzidos por Benicio del Toro?;150139222827;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10249707583;10271487654;10604797180;10357926812;10247490167;10412641714;10361140275;10346698600;10333589876;10418604260;10296741353;10299825885;10474213146;10430368040;10432298687;10409935099;10292366174;10501315729;10503095505;10616689239
Qual subsidiária da TUI Travel vôa para Glasgow e Dublin?;20802798726;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;17097166235;17183929698;17288124823;17537196546;17203035784;17471074265;17335988637;17335616317;17488578103;17261486435;17363028869;17315089030;17314704454;17395403293;17791104221;17676478667;17526346777;17624142529;18016581106;17902258245
Em qual país está localizada Meca?;33420720836;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;12787410602;12796809778;12629692687;13039755963;12850158285;13128100010;12985130820;12927677915;12781057733;12718484200;12986957279;12898575805;12857036787;13047556265;13028608165;13296523086;13221441540;13297937574;13344718496;13154017175
Quantos idiomas são falados na Colômbia?;54217662673;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;12936268598;12718424188;12738914696;13180415885;12715114690;12923661160;12609915348;12725125558;12933055238;12787714858;12907634055;12638479392;12869671428;12797527072;13032384372;13245931324;13142708584;13604390218;12946010034;13003790381
Qual o maior estádio da Espanha?;12761481151;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10075428983;10404745322;10169766397;10217302379;10141252830;10084069346;10184688634;10098433693;10232731454;10228423681;10106702071;9995457366;10163569075;10086559176;10134399162;10241585954;10099536474;10147515956;10007928846;10240003207
Que surfistas profissionais nasceram nas Filipinas?;22407287376;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;19731934427;19972269287;19971248539;19916680677;19929059703;19629159550;19938416380;19954122898;19869573855;19820685383;20032025696;19713558724;20124259179;19840851093;20246648508;20709175501;20056047054;20288430546;20548750252;20219334180
Quais são os cinco condados de New York?;11226997198;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;11122376785;11185884162;11109741644;11209044816;11154258982;11055689566;11191250541;11048850781;11040515033;11131561988;11095995443;11060020028;11182558129;11179614783;11198986191;11231490882;11261369516;11147588921;11077364846;11370834823
Cola é uma bebida?;10311390077;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10391460523;10340235946;10384939474;10401088427;10324117823;10307734336;10416672589;10336597293;10414529445;10358522821;10352132327;10318074312;10395604748;10292295374;10511294603;10316792674;10323466442;10465160827;10280534755;10334314808
Quando a princesa Diana morreu?;7464591854;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;7350111751;7492429760;7498438127;7468872187;7476108171;7480105575;7528215348;7500276586;7537767844;7506781557;7452771555;7470449138;7439650008;7454987044;7424935336;7523920339;7420521884;7519054867;7382870875;7493201506
Onde é produzido o vinho espumante na França?;19787353626;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;17881139458;18053077347;18080524328;17913167692;18150394208;18088633638;18108238227;17968979550;18073309684;18082541174;18046523162;18124505298;18168860337;17914088851;18296894079;18290947208;18044668590;18445324685;18691767436;18474791555
