;base;base;base;base;base;base;base;base;base;base;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n
Mostre-me a autobiografia de Hemingway.;4554031576;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;4466266830;4464171016;4375775992;4415008723;4392515958;4485696473;4468750294;4415851006;4535297484;4465270888;4369733124;4446079025;4517534947;4404019750;4435343274;4509871363;4460537552;4554999295;4415626843;4480425559
Quem são os pais da esposa de Juan Carlos I?;7743449829;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2000664961;2056568108;1961869593;1924989041;2005094447;1968835073;1993559968;2018004821;2022319849;2008007848;2147863589;2098287269;2173477770;2171114959;2181039513;2192448458;2156964714;2284195520;2191230541;2170766199
Tesla ganhou um Prêmio Nobel de Física?;1249591289;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1158435417;1184184468;1213792233;1193275613;1178790851;1213797531;1217025711;1192981276;1217661690;1202716669;1231743619;1203195017;1220593214;1199412622;1292853077;1245893774;1268416294;1268078889;1244683662;1294226713
Quem é o jogador de basquete mais alto?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Qual cidade tem menos habitantes?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
A proinsulina é uma proteína?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Quem foram os pais da Rainha Victoria?;2592125798;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2399516205;2314650229;2416324305;2445113220;2354446557;2560709161;2476690940;2418090312;2581310720;2424515709;2418877363;2387272621;2566849909;2394731815;2386831568;2430028705;2541155603;2451855083;2490485987;2446166632
Che Guevara teve filhos?;2516066618;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2421841603;2432424593;2374018550;2402632413;2437518663;2425460324;2435968675;2394627610;2426986654;2396595740;2427987015;2393330443;2443982623;2462940094;2464660439;2450014583;2424005204;2427009301;2386874968;2403136510
O lago Baikal é maior do que o lago Great Bear?;799369268;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;800986543;783808335;751971498;803074186;799415692;758045825;786593408;769739525;786688192;784835145;759984326;795730260;785127845;800707681;777452212;812015257;742441830;812339214;779147932;820879558
Kaurismäki alguma vez venceu o Grand Prix de Cannes?;20603635423;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1523656406;1548306873;1479514755;1531303801;1506245245;1615811901;1521487993;1518174236;1540501941;1583573063;1607972733;1599858291;1659748902;1581006938;1659685724;1628156223;1645293221;1703152331;1715529500;1701021745
Liste todos os livros de William Goldman com mais de 300 páginas.;21061674781;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1438302258;1391794564;1390863597;1415733884;1413921079;1418518994;1427625812;1358088281;1403010633;1424675755;1439746325;1452873874;1460712350;1469274447;1505846232;1482686415;1612232139;1544417696;1779291902;1807065182
Onde está localizado o Fort Knox?;1089350364;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1044815829;985263187;1037403055;990330913;992610792;962469816;982762690;979955651;991857179;1009496399;1012775818;1047929601;1076234473;1002463650;1028396919;1032174389;1031204904;1020498235;1006831662;1045056923
Em que estado dos EUA fica o Fort Knox?;28508593844;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2144413454;2186376467;2176728529;2174369575;2223601192;2154684314;2255817467;2215839906;2265736802;2196385190;2229053148;2233544839;2279060083;2212369034;2467639865;2387582281;2578578688;2518913588;2721282473;2741184603
Onde está enterrado Syngman Rhee?;854957688;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;859188220;844972771;848421281;825063877;859956658;860198026;878471998;828577197;877126084;856790215;872939377;837938967;841716377;845955216;838933827;833391115;851968481;867309867;830693891;851918466
Qual é o fuso horário de São Pedro de Atacama?;7748265489;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;4420218122;4302206394;4272132138;4245692628;4392298997;4355627352;5611437333;5603815273;4352496057;4346472275;5557194860;4418941970;4387158308;4485718837;4300487720;4512045321;4531535271;4301136858;4487580464;4565644405
A que movimento artístico o pintor do quadro As Três Dançarinas pertencia?;8636331014;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2766528911;2806660148;2736877968;2782771871;2707281589;2803187037;2777732748;2834053781;2850166926;2749842800;2734185490;2793599729;2861817977;2742168602;2985061466;2732584695;2875273765;2850884359;2859767559;2884413430
Que cientista é conhecido pelo Projeto Manhattan e pelo Prêmio Nobel da Paz?;130611393973;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1051525004;1082844692;1107317873;1147574299;1121488986;1078388752;1127232164;1113506040;1199154999;1152357174;1206907902;1195288219;1287040896;1261868034;1326843358;1325979844;1377852825;1438741260;1586131060;1533674933
Mostre-me todos os livros de Asimov da série Fundação.;28030879612;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1618623718;1594163474;1611760898;1575238294;1666286553;1609352742;1639431987;1670052762;1709645319;1588069993;1640003683;1652184342;1603547814;1672325557;1685169880;1716243217;1801805510;1833461500;2013319893;1962835934
Liste todas as cidades em New Jersey com mais de 100000 habitantes.;41151497579;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1368553931;1344135616;1451063052;1413346462;1378401535;1352319087;1355289139;1400474666;1369988914;1378176492;1410546029;1367400727;1363489191;1382432324;1425459446;1451814082;1398068935;1466963739;1451884085;1372213316
Que museu de Nova York tem mais visitantes?;48826083832;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1340631785;1445934162;1387999817;1426199122;1400138713;1357403274;1412194119;1452797906;1421069843;1434053140;1495736871;1467928158;1601381431;1565072263;1720973935;1725178637;1809006798;1843472872;1949850115;1981310372
Qual a altura da torre Yokohama Marine?;2349955290;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2362113122;2316004207;2293097560;2569779220;2342940405;2231842267;2415408578;2628796702;2292909443;2294126673;2302179428;2365260255;2383461618;2311035421;2255329134;2338486590;2405821931;2327852951;2367204404;2540791391
A nova série Battlestar Galactica tem mais episódios do que a anterior?;1975638209;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2000752670;2033273850;2010486832;1989654957;2035917147;2031079159;1987925162;2017061240;2058473884;2026408241;1978572830;1996779153;1997997231;2056743173;1960656333;2013212836;1999263849;2025675431;2024912318;1986195464
Quem é o jogador mais jovem de dardos?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Quem desenvolveu o jogo World of Warcraft?;907692408;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;899603382;907398722;903173971;889804724;901965505;916286624;933679156;906253246;945483819;930350532;909463877;918140209;907150887;912036966;924432653;925941750;939956390;894219402;872553971;911537596
Qual papa fundou a Televisão do Vaticano?;23119191320;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;20465831633;20450147228;20610992996;23817350305;20771188059;20389010678;20955778517;20534146960;20689912108;20203931759;20619512134;20517447323;20599916564;20741756285;20403919286;21063321886;21116800527;21209424609;20981047927;21000035831
Quem compôs a música para Harold e Maude?;12281015929;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;6625402887;6531299922;6666088674;6756445422;6635741370;6745669036;6719083356;6724999699;6747826741;6732958157;7253214209;6927966465;6783640976;6730939279;6629102919;6969032842;6700223059;6861072439;6781772633;6738199060
Liste todos os membros da Prodigy;3134757419;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3049308050;2991687389;2849538758;2974172693;2997000736;2963786618;3009255386;3040672320;3018514713;2955412080;2969516179;3031438749;3033078319;2986866688;3024619807;3063367179;3008368687;3055310534;3411585564;3023135227
Quem atua nos filmes espanhois produzidos por Benicio del Toro?;141228577042;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1492527732;1484338110;1579210685;1559797642;1478357089;1528481018;1549578932;1577884537;1542301143;1551668846;1529465421;1542638364;1638315266;1664138990;1667008418;1575920325;1599045753;1750404254;1731970520;1754872601
Qual subsidiária da TUI Travel vôa para Glasgow e Dublin?;10711425449;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8418046858;8465327355;8636147407;8824430798;8553360070;8839169093;8666110729;8666378603;8778897012;8658490427;8659468999;8629962859;8546804184;8777188352;9060656598;9049602334;8824959237;8981950962;9168567019;9079140666
Em qual país está localizada Meca?;23128801937;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2694591796;2681192006;2617482915;2689552473;2708650849;2698601302;2701276872;2736959321;2661799643;2716550632;2767369954;2797111950;2818872061;2857323109;2948310324;2980233777;2986496732;3042485519;3087062515;3104249451
Quantos idiomas são falados na Colômbia?;43086843912;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3033687013;3064970102;3018651340;3319056614;3044864480;3094891550;3053827274;3121662519;3088203401;3037095631;3080129570;3008981925;3114894450;3073467196;3224391558;3328446675;3347371839;3722526281;3290512103;3436760535
Qual o maior estádio da Espanha?;1602739028;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1635151689;1682532095;1590674024;1679176793;1659197004;1600686412;1654963533;1568027381;1627350006;1661724826;1644929706;1624898166;1618526524;1638764157;1673472426;1598377396;1663206481;1607703755;1579874415;1684677623
Que surfistas profissionais nasceram nas Filipinas?;12725941047;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10135569949;10144120616;10324382081;10218983720;10319923952;10008413128;10324852280;10149903320;10192451824;10072355955;10337463467;10176948158;10443732727;10197329519;10543628006;10917403556;10341200957;10697112813;10830964425;10623025205
Quais são os cinco condados de New York?;1425603642;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1393489099;1422680848;1438463785;1454578167;1433004844;1387185098;1443771397;1438757544;1452672533;1437227602;1429968130;1460434846;1419482008;1448182578;1499125768;1459317689;1444922852;1428982958;1438794443;1496172585
Cola é uma bebida?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Quando a princesa Diana morreu?;819105122;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;822759536;810968752;788088359;778466140;788494079;781630964;783784419;766290220;777849161;833286182;803470865;816285141;802383451;784985891;784594975;818999601;778075061;846527501;783185531;814886488
Onde é produzido o vinho espumante na França?;10267006203;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;8164477160;8305739580;8379953323;8309948277;8489961135;8466727585;8496693334;8413317107;8358649721;8464241695;8452770544;8514582158;8533992578;8304034420;8654527643;8622389633;8394205569;8808900197;9053112378;8717607972
