;base;base;base;base;base;base;base;base;base;base;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n;slm1n
A nova série Battlestar Galactica tem mais episódios do que a anterior?;79689596;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;84439485;82152106;85144162;88139993;88699470;105882273;82437333;95979150;89163790;87609344;84757886;95405048;97238158;107567949;90242516;106558101;83598224;102091934;92677639;104633546
Quem é o jogador mais jovem de dardos?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Quem desenvolveu o jogo World of Warcraft?;106405010;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;118199945;104299519;102645980;109751139;109173954;108214725;128240409;110280642;119273096;113297666;109896789;109121808;112030868;112533303;127058751;116987178;117927095;121541721;111037899;120003571
Qual papa fundou a Televisão do Vaticano?;2300335878;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;220642836;200542755;234703701;225940342;233547931;242636145;232652775;252913864;254551335;255128191;314930468;297227598;369736782;366481383;484207406;475260664;671629697;634871271;802308604;812995306
Quem compôs a música para Harold e Maude?;5364158111;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;223972250;223067864;278797502;262849652;268085781;254218810;274257369;281031546;297745074;288280942;320378949;349331610;344675170;385426453;340816994;363748032;376519112;397494340;427538089;373784380
Liste todos os membros da Prodigy;208147111;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;174865949;152871928;148172815;160837697;146836045;147931387;153949261;166264954;196057625;150390006;167428122;158866619;172457995;144670112;170651531;202839350;165856582;163382418;173610097;188618223
Quem atua nos filmes espanhois produzidos por Benicio del Toro?;0;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;444867170;423455389;499347540;450981722;430503780;500737030;508806527;490483946;484396807;514066011;496882468;504707257;589319753;602396464;559239449;523162592;567979794;696176926;676874054;688136787
Qual subsidiária da TUI Travel vôa para Glasgow e Dublin?;1668035141;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;183950999;158699709;180372082;187891535;186953491;177223980;187907920;193740526;209382316;223179580;259578705;234284624;275541452;267345142;349935590;352724144;435995096;431330215;489282510;493519764
Em qual país está localizada Meca?;19451997992;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;303016836;317583220;303231745;322439335;311226499;317183304;327578646;351156685;366481756;366358471;404810997;434845306;475371304;453427633;606314522;611435091;549410919;705487096;709515466;718846664
Quantos idiomas são falados na Colômbia?;34197478846;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;296916451;336583356;300921625;280985128;294007284;272287524;305799006;287110083;324590522;291415734;327358523;301004042;332758174;342661003;425651374;422121057;483927510;509934758;558398290;522910197
Qual o maior estádio da Espanha?;260811206;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;295346745;275110718;255326856;278105766;300634598;287729468;284755464;259142363;285737049;325006552;280882456;282912428;288668597;263504031;286288630;266169835;281706704;276583474;277562907;268935108
Que surfistas profissionais nasceram nas Filipinas?;2196851990;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;197295846;207037105;242908243;219926694;202544642;224709751;231892367;265622659;275971576;253280165;313366894;270755823;387345972;394431836;554134351;560880194;540236648;723524979;847915459;849769401
Quais são os cinco condados de New York?;267381027;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;277205141;301218135;292677517;301827573;286583517;267077386;302314220;286245617;300201116;297048153;286969615;306472258;301687147;299494863;314778886;306657183;310580881;318729581;316189772;305594631
Cola é uma bebida?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Quando a princesa Diana morreu?;72617764;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;84685596;75542869;79833558;82059034;80875493;76098943;82843632;75172012;86120965;77751173;89865508;79401670;76111763;81663659;79041225;87696901;81795558;77756565;78927845;88298496
Onde é produzido o vinho espumante na França?;1775398206;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;206410663;210083695;222955780;219308699;245749099;227227019;236004257;251673194;259360568;257109564;305393130;305706551;375310135;366049310;455761406;440230595;500481281;476177819;486969803;486791359
