;base;base;base;base;base;base;base;base;base;base;base;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n
Rita Wilson é a esposa de Tom Hanks?;6452299884;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3067414633;3029031303;3036749204;3114208730;3167050091;3220942790;3119601830;3097511095;3734771786;3320965069;4288073108;4356482847;3621309603;3080137181;4063245670;3569777361;10583693982;10773619335;3048453287;3123150657;4115784551;4059623553;44211891553;44848339753;3123712231;3078122496;4619436888;4292613678;137395252074;129886948169;3152008381;3583793296;7400901777;7265073125;129823849527;132735924121;3163787450;3273544411;12708173415;12556044918;144601044499;143602607255;3286777921;3305220960;38891372963;37041418447;137228869699;175074913153;3376956755;3372025612;166791880085;130423782476;131490251793;135655177413;3353348051;3814262443;143950528762;133831237347;145281586951;129923824058;3453068347;4035838867;129840790882;132197827476;133385249128;144807680731
A esposa do presidente Obama chama-se Michelle?;12413796876;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3165284682;3174915870;3171758982;3191973746;3242159570;3291705462;3168551310;3166834876;3350458563;3302491304;4503935681;3985974565;3162693115;3279993442;3761465126;3572583687;11473061683;7172290270;3236321633;3214630419;4203382277;4052980900;72214936291;33476431810;3251399382;3262411679;5380558522;4604498605;130368089052;132078811714;3318102386;3247668103;7286202451;6679873068;131786463153;136323795852;3281593086;3675908361;12752437348;12886675396;135101233190;135525756313;3392633431;3395611749;41808402370;33814689114;155033221151;142820968237;3941396429;3567224091;139356978201;54459258686;132534820113;133639258654;3550538349;3539484956;137118147231;152448752952;130793377687;129978447525;3465941722;3647867893;143311857494;137241105799;144371472488;143753578496
Quantos grupos étnicos vivem na Eslovênia?;26848881658;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1700011197;1744787528;1781082849;1672043907;1675210050;1742354107;1674691831;1662681453;1830141608;1733647942;3247004762;2348874241;1652439021;1717569695;2194528121;1885736522;10695963217;6033481638;1815699835;1679755598;2649639532;2259406508;45500244157;34223816124;1628820023;1653654935;3071888853;2515550248;129876979581;45779398864;1760999906;1768568283;6105176013;3457282629;134857202974;133819731180;1826876965;1638021343;10887707696;5694653948;144896415399;134323859625;1774618261;1825221109;39048112187;12857354694;188264568477;104055661495;1680246523;1708554301;136987457722;31491737468;132536276661;141930579834;1724574796;1744616136;131224339450;43473871324;137830795996;187497700733;1930005319;1973718678;141216709287;141128075561;133843440418;148275296258
Quem é o presidente da Eritrea?;3751884975;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3488821244;3624541013;3581115212;3774144262;3574098455;3549716210;3608280177;3751967190;3417456214;3879731573;4913910351;4827648677;3540274254;3518768103;4015045840;4114484227;10799799097;10700124015;3817791126;3672383582;4706841122;4493405199;43598253519;44661716330;3733663192;3627173249;4921889056;4797498190;140032364837;139386038058;3304002382;3744256226;7160038170;7079855694;139978495068;139118555096;3890311028;3719982738;11086895060;11573544366;135940014755;136366156900;3865135065;4157462705;40267921801;51974268054;141578593615;268631989499;4058227602;4143464802;130296960292;73772608362;130630567601;126528488070;4009297699;4000282631;141139062876;142200470844;143052048898;131547844439;4002221972;4017024760;139795323597;137100223026;133738718067;142380691986
Que filmes Stanley Kubrick dirigiu?;1100046024;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1107880967;1150880659;1156009490;1173607443;1247301918;1195810528;1147333673;1142573879;1371401029;1267304910;2533013825;2086961190;1177966876;1145149369;1598934793;1357055673;9452581300;4782313069;1172092628;1212136113;2226353202;1571430483;43571705350;13364350415;1207243658;1205789131;2849728085;1776860511;134917761425;37801261301;1281853595;1222343833;5857437560;1894045228;134231812606;135501270215;1280935504;1253339058;10655971036;2723684306;144777556249;135893080585;1264178569;1257749534;39014080654;9610065513;131286446918;152642432688;1302585923;1275417116;141459653699;29168850935;141096374585;142370965542;1289543053;1291117885;136978451318;42492679516;131663996025;189351194755;1296944526;1250964277;140155677924;148026332681;140608144747;142104781882
Quando o Titanic foi completado?;800347083;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;852083698;845597780;894906346;856895160;952166927;930388385;850235668;895532256;1117509895;1075006043;2244645849;2171376242;911067183;894269907;1371874367;1408532909;7917877854;7874934507;929697508;944382323;1980105989;1969394155;41208554746;41425896851;945902811;961038332;2563183504;2538246266;132827189484;132555909618;1046896195;1074310753;5457439906;5456806907;140854571633;133126654767;1118221854;1079389542;9519549011;9343602759;135164125707;131295805973;1127726278;1146537832;12277972445;11159243958;144605162104;143338354303;1155212840;1138959644;12335291597;11220241097;133201223083;142961245068;1148553947;1136217069;11314859166;11244653918;138332797105;145764321233;1151274046;1144491307;12670262756;11410959861;150498944699;144781372816
Quantas páginas tem Guerra e Paz?;16495047450;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9280579350;9116042131;9110171290;9161897746;9317745262;9403126821;9373579186;9147284455;9553720432;9388865823;10517732253;10198632916;9273597533;9236384864;9712855001;9946394394;16181081796;15469682595;9559130198;9265276504;10207896978;10216943085;74456958435;49745658005;9193239958;9188339949;10544289723;10573049006;135132001845;138592856268;9389155961;9438792097;13053980763;13138162394;136592095777;135899785461;9152528332;9642026236;18815220141;17878850999;131730883012;135259726390;9448052465;9454946549;47317163026;48089122714;182974068994;144050676526;9620672210;9750731863;137718437179;143605241395;144600084039;142220142497;9707719112;9969316304;135954191447;132224819747;143429911304;138263976695;9844782221;10191358719;135317640021;134959175873;141841150885;137626475541
Quem é o jogador mais jovem da Premier League?;1706060378;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1708069477;1739855637;1706614675;1668735406;1751262640;1741900614;1712675015;1752211953;1885461756;1797064347;2982912630;2926074222;1697141097;1740903042;2194296443;2199038868;8662406623;8879635725;1655339873;1760909529;2684654098;2755193318;42918380916;42632603201;1717331233;1767108334;3346500791;3210748472;141512689840;140214372074;1684367906;1778475457;5932313700;5132219720;135341408606;129773047870;1780215420;1862618606;10919534207;7133477060;144403947217;135122204943;1837046070;1903769985;40048905824;12895619241;202286628472;143158749393;1849205289;1806710422;141908018054;22880063774;137400481237;145916454608;1916805850;2102541396;146114637051;39414764646;145779139722;136863564155;2041234703;2092124806;142802265869;147587485379;149565467112;141207715100
Qual a montanha mais alta da Itália?;3433920115;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3612765731;3544522883;3570930390;3573120798;3502714642;3576594163;3541368359;3638745444;3686019471;3766230306;4781160750;4289995852;3569249175;3588335019;4025635208;3986442711;10693677439;6225211871;3542840998;3595520794;4587218884;4496025782;42058488218;13839639342;3581780344;3578211707;5035599060;4938916241;138613327047;38665625069;3554050256;3517445728;7931979400;7967276255;133425014156;130367364024;3591494924;3624990310;12450094628;10380192214;141520906026;136924461022;3650600010;3588941578;47233584436;16993567150;520685257399;192450146590;3613257928;3594596663;142495435382;37588409169;130871872506;148459208309;3655153579;3667237098;132633261879;47845563361;138988877295;129279398200;3706765484;3690026827;130860722375;164927299414;123970370415;155458196754
Qual a altura de Claudia Schiffer?;2344913426;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2485953382;2373894698;2412441233;2480813486;2526867806;2433408545;2442709242;2368397413;2560973429;2559897848;3455829660;3528433170;2472959086;2479760189;2925586071;2821588350;8520980837;8435260578;2527292571;2502532379;3333628128;3179873456;39603607224;38908809672;2506085191;2406887685;3871492220;3480388134;143824480052;143421341105;2374276770;2414375964;6284548978;4222834359;135008306638;131393069037;2612135385;2488345404;11070257038;5597453278;147023735453;135472723837;2493075025;2439775782;38229692979;9194594660;153789552087;149623600984;2495897971;2475110270;140509813489;15271316832;143475694623;144770129432;2607090150;2688357964;138197486258;32004509552;138050806934;159801629584;2573467396;2586998309;143024550301;87683014383;133796659601;146422914810
Quem foi o vice presidente de John F. Kennedy?;7648092776;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2211095559;2143148267;2191823093;2245529821;2210700983;2264931616;2187282179;2227941146;2386302671;2312793380;3536724645;3535147912;2206195130;2177775918;2690605329;2538098864;9846325103;9140773916;2198916148;2178421335;3164191567;2964638902;45048253241;41060936095;2272281537;2172117913;4119966084;3204968286;138645540237;138775199619;2315047161;2226274869;6516377734;4894035599;136231042154;129887845417;2347220875;2376121048;11809490611;7525762428;129699150594;134887075379;2343561484;2363024273;40516673293;18883242300;198420055291;158158880110;2436061085;2342213856;135385096179;42137065062;131756880567;208805255152;2494802378;2432265449;159651988355;114236297729;130442689586;125930706369;2579079314;2392912361;134699328658;149293327442;143179993403;158171662259
Que subsidiária da Lufthansa atende Dortmund e Berlin?;16022176286;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;13820592158;13844588083;14020587798;13869303175;14220445872;14075212279;13949987622;14211681506;14656833381;14302904612;15489870534;15066719199;14141922885;14042306893;14974385369;14702117316;22012329816;20471484793;14165289192;14215112963;15082251993;14943198086;82170873516;60310128992;14024573367;14258487479;15828689257;15198316870;135030746031;130605455737;14172249101;14307862167;18719246234;17479508239;134070319446;136816126317;14230602607;14219203121;23174949169;19928296351;130029181995;146423493483;14126244596;14238047598;51646087913;44451792517;132069993254;160077654485;14725227893;14194689383;132187789376;132770594937;129829680938;124097943610;14324920661;14345964477;143282904711;131251353229;133740060838;133564727226;14697114002;14585122187;130139428916;130673245896;131763399856;131334683051
Quem foi o sucessor de John F. Kennedy?;52276694232;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;51639456158;51352277890;52751549639;51544724028;52213375588;54103710154;53780075103;52772826384;52794785714;53571456940;52695602731;54020528693;51750153654;51368752891;52165233516;52445409188;59747662688;58986263052;51849336213;52453204956;52419095213;53624403068;88247469857;89432223776;51470778246;52136754308;53052266634;52701253412;132704330916;134618927560;51881237605;51627664175;57199602554;53188334834;136597801890;135042672963;51487168138;51508199532;60403332679;54357638282;131496244484;137526303986;51694782826;51403622655;86995212889;57846524576;140601545538;169725367703;52439652528;52455277736;133269713061;63720368615;123316796647;143827782221;52281604136;52245325629;126355448888;82574295307;132107232692;146318790805;52326280788;54386647282;126441544624;131762608100;122690359114;123187434938
Quem compôs a trilha sonora do Titanic de Cameron?;10655016630;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2271491897;2144514356;2260973088;2173972868;2223464976;2300484374;2230553346;2216172359;2367988616;2339143789;3226246195;3305716371;2242907855;2239456613;2715590315;2626122336;7700034458;7700930279;2260195445;2244739449;3250540284;3117563992;39093038177;39926390695;2194488237;2297795943;3771083245;3470876748;141232624211;135184504950;2291380777;2327812259;6313673278;4817574435;134374484348;130563133230;2343907129;2330348406;10579022600;8174720178;132732418257;133470914789;2414938115;2377374372;49964528310;31759395503;241404668888;190119782202;2513388109;2397399258;142346520558;48256395397;155886455064;130330430972;2482849130;2485741283;157135708937;131178494348;150614389670;151552243226;2548363331;2614170962;142170926824;148642934908;135681611038;131313026853
Quais filmes Kurosawa dirigiu?;1291832151;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1371637763;1333046241;1342428422;1361199605;1432057927;1424164824;1392618928;1270340848;1492318718;1486256163;2569121153;2529121160;1372575684;1380062792;1829438567;1672403101;8530558200;4859749170;1358036645;1367386895;2537220646;1897009797;41862975791;13099347084;1366083765;1355388472;3224582028;2429985457;135170297401;48003008890;1354975694;1393812441;5578230173;2955869980;131494529224;141801216113;1379255041;1394208581;11451083091;4095094424;146651588030;135203064090;1357340037;1420876845;40433882119;7630465600;146132991483;141075693453;1434471991;1389770358;142459255728;11610356878;148490603456;142415500586;1440373345;1448539071;133455550766;18187702302;129518150615;184579915080;1366596883;1457553143;141200157264;142227500874;141071560751;154923726858
Para qual gravadora Elvis gravou seu primeiro álbum?;42684260633;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1449163352;1474237010;1487635362;1451286436;1510074669;1466440029;1435955069;1463268018;1590855554;1436300050;2729072755;2799093007;1400483916;1463698662;2029233937;1580281966;9744388490;6850872563;1447344243;1442635695;2402631791;1987868968;65112581155;9357316623;1442911767;1527022304;3382542096;2171842986;137823076768;19760496139;1560405079;1547368759;6092087470;2809918908;135229568694;99824349143;1595414773;1607158808;11107152156;4138659104;145339859595;128639423388;1812066570;1737245019;39170580449;8511746005;146664239352;133670402590;1882210410;1891330102;141100028447;16977142561;143526458701;143918878479;2071706109;1992068538;138839395782;31450497269;122976085170;132409919409;2110506330;2181816117;133774558689;138543357533;136090592849;148744303133
Em que fuso horário está Roma?;2882229181;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2938324802;3007658062;2969340546;2895933149;2990681381;2998145864;2911679732;2831630727;3108760561;3115100649;4174175483;4218983181;2838319249;3011897435;3492346294;3409265890;9868444870;10571535131;2960012144;2996072463;3992018686;3911251652;41282745902;42207544096;2884989677;2979376910;4620703295;4534771190;142156435788;137379215825;3106384554;3008371299;7012992975;6997462804;143324838173;137720162747;3124528034;3134030439;12834431512;11002417386;135901658240;134325384882;3093010775;3275984068;37812742480;38818780703;172097294018;160228100290;3158012029;3345950919;144513852238;143089042654;135712121910;136777092170;3394167281;3466740235;129844508407;141561848297;135883079971;137997770650;3678706437;3679026377;135145209541;137653189679;131106377869;132653373389
Qual a moeda da China?;3350533566;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;3806366586;3806741051;3308018849;3342999087;3354235755;3410719275;3312028776;3318364060;3586121675;3472804887;4639721300;4543049541;3367333315;3310682691;3847311969;3811041999;10992227508;11298120738;3750688755;3398376654;4696795740;4296110565;43331961865;61593605099;3400726292;3764342196;4686401390;4853143490;138455320916;137844599137;3442128133;3463043629;7746949457;7778442945;129826814560;140279953913;3519060038;3911181223;12605962686;11742195158;147945053045;142864898003;4159526642;3750213020;41264418763;41509592109;147823786212;169548876174;3901075658;3878890444;138808076556;136755081887;132866040682;151481916623;4004641251;4016473682;131001747998;132311392511;132122502501;130220170305;4452198338;4288009620;142983039658;133800627243;142242194933;130092110408
Quem são os desenvolvedores do DBPedia?;1918878946;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2032381401;1979287298;1985054168;1963917309;2073044664;2045917328;1992795358;1989812861;2173649939;2166867275;3234285576;3197645709;2047577280;1988707161;2467809346;2437353818;9136085116;8783558453;1996964649;2009762446;2905675237;2735818110;37286893177;37874140424;2036492227;1950452962;3586965078;3037958928;135149712034;142831143042;2020296603;2033615188;6005434753;3793338273;134689653796;134348518480;2001671460;1996831535;10497396735;4831171250;145654515087;135397909683;2038278657;2033639712;38270137696;7595654665;204541889362;166661308109;2099190204;2071957237;129671875489;11735921376;151110374391;175379580323;2107922686;2069809885;135487827115;18201238229;149226259547;446713672346;2124452984;2181963644;141374918910;41956894405;155323131122;132724821849
O local onde Abraham Lincoln morreu tem um website?;30581192445;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;31731155387;32165888122;32653739000;30573212509;31045391552;30581361869;30882397446;31527383061;31677548303;32894715807;32672197666;32060637648;31415236765;30931305504;32454920647;31472266912;37616439102;38221694949;32032273059;31557988615;32155350469;32455653941;70627571087;68119567039;31643651809;31413436267;33249694068;32238771116;137584553379;131535516144;31433778116;30966362297;34522041572;35008908126;124643430693;136503445816;31736886508;31185256574;38576851182;38202506302;126464511560;133944871793;31160256052;32120285227;64743652748;47470136156;144521685025;164402263043;31252652350;31116590169;133242131361;69336770937;134285592223;128815246270;31085368985;32145018713;124125134511;117691337786;130836533224;138171448887;31314881890;31655503551;125735587396;124653106630;133128572195;125478774091
Quem é o rei da Holanda?;2156167479;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2196758811;2187616691;2208870461;2214355283;2284197258;2230377859;2241732016;2192361246;2346620537;2309462838;3481258952;3471411403;2243538973;2217510832;2728403928;2651295019;9780475872;9743759877;2134384215;2252096866;3183314152;3060627535;38015329772;38228362081;2273106701;2230275759;3786644927;3461075176;143787791706;132259088976;2311940687;2253102491;6170231848;5091073715;135530415274;144165190474;2333746685;2324931915;10614524179;7433002536;145816159586;136106796401;2293828258;2349978836;36735074944;13698303389;145826515094;148895342159;2380114623;2374428076;137202295450;22527705651;136611417137;147226561803;2376147602;2327902385;138002011773;39391518830;143196655459;132212571457;2393371779;2447016301;136843493059;149160616965;139910206402;133286954712
Em que cidade Nikos Kazantzakis morreu?;811398930;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;850816643;831058103;886454301;878441448;950694457;940050901;847132889;850561629;1107547479;971960799;2241572528;2109935816;839695994;823057357;1461183457;1145193677;8902300754;7900128841;836648670;859946012;1929753428;1663909944;41682352628;39599400487;805885315;833736597;2821485381;2081769171;140184283714;140625407485;867964602;869593709;5439620338;3626425303;140707059479;141897716421;881000176;892778573;10537059231;5737153837;132324484020;133234619724;909728822;933162646;36999634671;14220043503;155171690348;167522476219;892184087;928674115;143593426954;30786464814;155919607605;143254004680;941538181;889669172;150915696440;33148765970;143014890191;145091062827;958706636;857880199;111588024539;35565852898;124757030226;211049931351
Quem foi o pai da Rainha Elizabeth II?;2534881296;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2775041362;2538181614;2534229138;2576426102;2849222250;2633557929;2597334889;2513057791;2659121405;2628755216;3668353641;3649355768;2849154696;2876582918;3357472899;2820982905;9052671746;7981550279;2541884675;2630118857;3666457300;3150505784;43297092161;37621105019;2759786766;2518657433;4256046852;3213678862;137678525337;131399454764;2706718661;2583552792;6742833370;4422331731;136613832722;136799483676;2878028775;2549576916;11986288196;6088407379;147163094613;135033269751;2783740047;2524627616;42131526221;11541342155;144167428810;145348064844;2645028312;2707284556;129665804092;22253342186;142537546609;193951378443;2626117624;2881640055;151572380663;49044848790;130079295297;210366662994;2909054935;2799757903;137992474789;129523157443;137748224231;130216649916
Liste todas as aves que correm perigo de extinção.;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Quantos habitantes tem a maior cidade do Canadá?;47929278011;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;5142323914;5112530957;5157421174;5095343331;5194231170;5182277746;5138812939;5108133295;5331310432;5315066961;6399908005;6392140188;5171377330;5200415361;5613743595;5486959309;13179045513;13354258520;5233981644;5060391205;6096753163;6017852917;68586977125;68989924188;5206731206;5114961440;6727701002;6455797129;135278640427;139485343143;5219878416;5422530248;9812766244;9069559867;136413162971;134901200729;5199497580;5247705817;14187205435;13460797239;129969046727;133120291790;5373451024;5471458218;42734222807;42419869915;225658926122;218738636408;5424918800;5290786280;135327817448;131974079353;132218509107;140985826975;5649407112;5517392176;141302020847;141152741392;139946038434;133787267881;5847449209;5808683625;133749015816;135612101777;132101357092;131666073952
De quais conflitos militares Lawrence da Arábia participou?;15485644231;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2534287608;2471610247;2562096591;2563400907;2610322109;2589364716;2521247345;2563303915;2781994138;2546596784;4056541090;3318251420;2542967435;2514673549;3047253186;2710516081;10891414744;5711046656;2546492602;2616978583;3631605244;2945532297;50729146907;14188891676;2482188519;2532428876;4293645276;3190582747;131621218337;42159063202;2533567121;2457356634;7094499598;3469978857;136435040490;137639405098;2536936403;2563294692;13039297251;3910389319;134290900531;135082794463;2570036688;2494837346;43697600314;8189625210;127459584976;142344827498;2577924378;2666431290;137537648577;35947367458;144894572611;159897841415;2720035174;2694666733;143970543197;71205479108;221562451342;146685141429;2764663314;2689993267;135457026033;165501425666;190562015321;133123903776
Qual o livro com maior número de páginas?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Em que país nasce o Nilo?;17058972233;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1452417079;1472937419;1410631035;1414280336;1469196613;1527795388;1449100155;1460282259;1589735961;1622818889;2575506894;2615147268;1455664480;1451652538;1923107391;1896526171;8701955171;8900063314;1448627585;1429479394;2400648619;2270961504;40995854560;15281710627;1473708992;1489953048;3138370246;2475437430;134941842639;47812335639;1489353761;1473515711;5995469098;3620791312;134843392783;135379933906;1477519057;1542907054;11440123219;4900600894;132967535444;135004458907;1533905164;1477626473;41217925716;9559577262;125968181828;158612611073;1539728585;1512372130;134393004318;15157767353;150368658823;197937797524;1588660098;1506837641;165353086809;22213238063;134779952376;269031658010;1520294443;1575140733;132355336310;65561377166;141889982814;160925746567
Quem é o piloto de Fórmula 1 com mais corridas?;6826074834;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;5270704644;5298782132;5311439361;5270378845;5308198748;5411733527;5264420449;5287709764;5339774504;5338155822;6465760182;5849020813;5287590266;5334038993;5791226746;5586782263;11538762924;7841593250;5305233007;5293890144;6107683022;5922516571;40315636294;13659501755;5392563216;5202013678;6734218010;6294704291;134174072461;41506756306;5356924686;5698257255;9308962618;7608814979;134529195766;134386179037;5361159824;5428338615;13204574926;9666717843;126227812442;131930632680;5388078804;5278616808;37170332768;14856613679;151180686387;131029965121;5437645989;5397828537;133492482127;25904957703;123929330486;176232504680;5372094621;5436569516;130791905436;46245270785;130948389679;131117971169;5335536187;5482524622;141623858050;146229538407;142156471275;149927611603
Que companhias produzem aerodeslizadores?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Elvis Presley teve filhos?;2466116632;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;2518452332;2544684017;2483262378;2559174619;2577147337;2601496433;2545661885;2501338113;2703435122;2642924201;3701047505;3690786479;2538363290;2498667770;3045312909;3266811560;9986424741;9611079389;2589839674;2560139590;3557618320;3405071202;44533095305;47156845714;2560999176;2714543046;3861446141;4047664909;141128458455;133126894501;2632015597;2644004927;6485469341;6479432333;135411907673;135610411580;2729532781;2734058426;11345273539;11118928948;146824853867;145670294813;2873983073;2945128042;39092259856;39092618250;202505772174;223721572152;2753915341;2939299966;130565758175;138376516389;137183612947;129883957666;3205770717;3155440592;130176017044;139502188873;130375451975;138410323994;3193086351;3156506157;129875692324;135818499771;142434541756;141758154001
Em que cidade o presidente de Montenegro nasceu?;39401641807;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;5742639326;5686535604;5765730481;5627499324;5813467518;5620903377;5778847154;5660244386;5814334663;5792861140;6897978345;6583104800;5703246085;5731590828;6213533350;6105799876;14270322409;10313940982;5724812104;5662564954;6724423441;6236713250;74499737236;22288299647;5723820832;5650781137;7281431385;6579078969;131327511159;45471829505;5806751734;5850213679;10083073768;6672623010;133661546130;126878639203;5722224386;5882473761;14676208898;7710931764;144450042266;130580140801;6057097605;6030066197;41432515746;13510170353;407856606670;125352688173;6077804269;6095990089;141568913948;44915475047;131134985561;180703411733;6192460732;6352254747;133321355489;143735128290;144568326076;132912782743;6649628809;6209936247;136445957881;134875699762;140664491476;133622733612
Em que país Bill Gates nasceu?;904739226;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;949576593;948542454;972387361;1000693696;993355958;1039540369;925273618;969058386;1133580318;1123155554;2065491998;2116447330;984609833;982640117;1423004449;1391010362;8204884260;7881164553;1034408452;994519043;1877856099;1897671099;37946720275;38514627579;1022208366;1022721946;2554094048;2439994539;135635565643;135474817854;1111884817;1086441940;5417932914;5292036754;142837993598;132408171337;1116547190;1079933236;11098901657;7850718283;132527369773;134388971444;1105888691;1092719966;38555384963;15867010888;132995561628;195169540263;1074462007;1089067043;169653546103;33587668545;135477987403;170856488632;1136421391;1142503410;142670087348;48419073666;149569625054;145128388217;1160849074;1181841044;138174274247;153922623588;155283954744;137534800747
Em que país se fala japonês?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Mostre me o livro que Muhammad Ali escreveu.;33418637875;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;1455201872;1473212193;1491182841;1537831488;1541820177;1549796726;1494897018;1466938549;1610892027;1656622414;2742277951;2771742334;1527828307;1511581442;1977957780;1940251274;9157826588;9243519230;1489105694;1480239330;2423271446;2450731896;41049242598;42627475121;1514400963;1570326017;2829349701;3006502957;137817557885;140873266045;1560682340;1551538703;5998597074;5383639115;135391380098;129802692557;1548820263;1553974182;10864082903;7675031998;132620990242;133963730351;1591597072;1582312746;42785798723;14435153514;144584996080;142268006139;1699049926;1565272792;142284315285;32890284679;148565970697;251360327319;1617389991;1598477886;155354981996;46053990352;192935192877;178765424043;1786987864;1671309412;142921844419;154867573320;149890461705;154225032939
