;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n
A proinsulina é uma proteína?;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Quem foram os pais da Rainha Victoria?;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;20849;-1;20849;20849;20849;-1;20849;20849;20849;-1;20849
Che Guevara teve filhos?;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;20610;-1;20610;20610;20610;-1;20610;20610;20610;-1;-1
O lago Baikal é maior do que o lago Great Bear?;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116
Kaurismäki alguma vez venceu o Grand Prix de Cannes?;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;24206;-1;24206;24206;24206;-1;24206;24206;24206;-1;-1
Liste todos os livros de William Goldman com mais de 300 páginas.;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;28532;-1;28532;28532;28532;-1;28532;28532;28532;-1;28532
Onde está localizado o Fort Knox?;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;10031;-1;10031;10031;10031;-1;10031;10031;10031;-1;-1
Em que estado dos EUA fica o Fort Knox?;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;41001;-1;41001;41001;41001;-1;-1;41001;41001;-1;-1
Onde está enterrado Syngman Rhee?;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;2392;-1;2392;2392;2392;-1;2392;2392;2392;-1;-1
Qual é o fuso horário de São Pedro de Atacama?;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;11571;-1;11571;11571;11571;-1;11571;11571;11571;-1;11571
A que movimento artístico o pintor do quadro As Três Dançarinas pertencia?;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;17652;-1;17652;17652;17652;-1;17652;17652;17652;-1;17652
Que cientista é conhecido pelo Projeto Manhattan e pelo Prêmio Nobel da Paz?;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;10791;-1;10791;10791;10791;-1;10791;10791;10791;-1;-1
Mostre-me todos os livros de Asimov da série Fundação.;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;28622;-1;28622;28622;28622;-1;28622;28622;28622;-1;-1
Liste todas as cidades em New Jersey com mais de 100000 habitantes.;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;29853;-1;29853;29853;29853;-1;29853;29853;29853;-1;29853
Que museu de Nova York tem mais visitantes?;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;28786;-1;28786;28786;28786;-1;28786;28786;28786;-1;-1
Qual a altura da torre Yokohama Marine?;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;20348;-1;20348;20348;20348;-1;20348;20348;20348;-1;-1
A nova série Battlestar Galactica tem mais episódios do que a anterior?;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;2026;-1;2026;2026;2026;-1;2026;2026;2026;-1;2026
Quem é o jogador mais jovem de dardos?;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Quem desenvolveu o jogo World of Warcraft?;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;2963;-1;2963;2963;2963;-1;2963;2963;2963;-1;-1
Qual papa fundou a Televisão do Vaticano?;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;15350;-1;15350;15350;15350;-1;-1;15350;15350;-1;-1
Quem compôs a música para Harold e Maude?;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;24633;-1;24633;24633;24633;-1;24633;24633;24633;-1;-1
Liste todos os membros da Prodigy;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;12099;-1;12099;12099;12099;-1;12099;12099;12099;-1;-1
Quem atua nos filmes espanhois produzidos por Benicio del Toro?;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;31178;-1;31178;31178;31178;-1;31178;31178;31178;-1;-1
Qual subsidiária da TUI Travel vôa para Glasgow e Dublin?;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;7459;-1;7459;7459;7459;-1;-1;7459;7459;-1;-1
Em qual país está localizada Meca?;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;39504;-1;39504;39504;39504;-1;-1;39504;39504;-1;-1
Quantos idiomas são falados na Colômbia?;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;-1;30789;30789;30789;-1;30789;30789;30789;-1;-1
Qual o maior estádio da Espanha?;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;36340;-1;36340;36340;36340;-1;-1;36340;36340;-1;-1
Que surfistas profissionais nasceram nas Filipinas?;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;11911;-1;11911;11911;11911;-1;-1;11911;11911;-1;-1
Quais são os cinco condados de New York?;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;42888;-1;42888;42888;42888;-1;-1;42888;42888;-1;-1
Cola é uma bebida?;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Quando a princesa Diana morreu?;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;405;-1;405;405;405;-1;405;405;405;-1;405
Onde é produzido o vinho espumante na França?;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;14600;-1;14600;14600;14600;-1;-1;14600;14600;-1;-1
