;base;base;base;base;base;base;base;base;base;base;base;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all2slm1n;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all3slm1n;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n;all4slm1n
Quem foi o sucessor de John F. Kennedy?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;500;-1;-1;750;750;-1;-1;-1;-1
Quem compôs a trilha sonora do Titanic de Cameron?;20988;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9;9;9;9;9;9;28;28;28;28;28;28;47;47;47;47;47;47;71;71;71;71;71;71;96;96;96;96;-1;-1;146;146;146;146;-1;-1;196;196;196;196;-1;-1;296;296;296;296;-1;-1;396;396;-1;396;-1;-1;495;495;-1;-1;-1;-1;745;745;-1;-1;-1;-1
Quais filmes Kurosawa dirigiu?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;29;29;29;29;29;29;48;48;48;48;48;48;73;73;73;73;73;73;98;98;98;98;-1;98;148;148;148;148;-1;-1;198;198;198;198;-1;-1;298;298;298;298;-1;-1;398;398;-1;398;-1;-1;498;498;-1;498;-1;-1;748;748;-1;-1;-1;-1
Para qual gravadora Elvis gravou seu primeiro álbum?;28633;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;100;150;150;150;150;-1;150;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;500;-1;-1;745;745;-1;-1;-1;-1
Em que fuso horário está Roma?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;-1;-1;-1;500;500;-1;-1;-1;-1;750;750;-1;-1;-1;-1
Qual a moeda da China?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;-1;-1;-1;500;500;-1;-1;-1;-1;750;750;-1;-1;-1;-1
Quem são os desenvolvedores do DBPedia?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;49;49;49;49;49;49;72;72;72;72;72;72;97;97;97;97;-1;-1;147;147;147;147;-1;-1;197;197;197;197;-1;-1;297;297;297;297;-1;-1;397;397;-1;397;-1;-1;497;497;-1;497;-1;-1;747;747;-1;747;-1;-1
O local onde Abraham Lincoln morreu tem um website?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;398;398;-1;398;-1;-1;498;498;-1;498;-1;-1;748;748;-1;-1;-1;-1
Quem é o rei da Holanda?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;73;73;73;73;73;73;98;98;98;98;-1;-1;147;147;147;147;-1;-1;197;197;197;197;-1;-1;297;297;297;297;-1;-1;397;397;-1;397;-1;-1;497;497;-1;497;-1;-1;745;745;-1;-1;-1;-1
Em que cidade Nikos Kazantzakis morreu?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;372;372;372;372;-1;-1;372;372;372;372;-1;-1;372;372;-1;372;-1;-1
Quem foi o pai da Rainha Elizabeth II?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;27;27;27;27;27;27;47;47;47;47;47;47;72;72;72;72;72;72;97;97;97;97;-1;-1;147;147;147;147;-1;-1;197;197;197;197;-1;-1;297;297;297;297;-1;-1;397;397;-1;397;-1;-1;497;497;-1;497;-1;-1;747;747;-1;-1;-1;-1
Liste todas as aves que correm perigo de extinção.;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Quantos habitantes tem a maior cidade do Canadá?;35017;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;-1;-1;-1;500;500;-1;-1;-1;-1;750;750;-1;-1;-1;-1
De quais conflitos militares Lawrence da Arábia participou?;18434;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;100;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;500;-1;-1;749;749;-1;-1;-1;-1
Qual o livro com maior número de páginas?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Em que país nasce o Nilo?;32039;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9;9;9;9;9;9;29;29;29;29;29;29;49;49;49;49;49;49;73;73;73;73;73;73;98;98;98;98;-1;98;148;148;148;148;-1;-1;198;198;198;198;-1;-1;298;298;298;298;-1;-1;398;398;-1;398;-1;-1;498;498;-1;498;-1;-1;748;748;-1;748;-1;-1
Quem é o piloto de Fórmula 1 com mais corridas?;13326;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9;9;9;9;9;9;29;29;29;29;29;29;48;48;48;48;48;48;71;71;71;71;71;71;96;96;96;96;-1;96;145;145;145;145;-1;-1;192;192;192;192;-1;-1;291;291;291;291;-1;-1;391;391;-1;391;-1;-1;490;490;-1;490;-1;-1;737;737;-1;-1;-1;-1
Que companhias produzem aerodeslizadores?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Elvis Presley teve filhos?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;-1;-1;-1;500;500;-1;-1;-1;-1;744;744;-1;-1;-1;-1
Em que cidade o presidente de Montenegro nasceu?;38271;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;100;150;150;150;150;-1;-1;199;199;199;199;-1;-1;299;299;299;299;-1;-1;399;399;-1;399;-1;-1;499;499;-1;-1;-1;-1;737;737;-1;-1;-1;-1
Em que país Bill Gates nasceu?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;29;29;29;29;29;29;49;49;49;49;49;49;74;74;74;74;74;74;99;99;99;99;-1;-1;148;148;148;148;-1;-1;198;198;198;198;-1;-1;298;298;298;298;-1;-1;398;398;-1;398;-1;-1;498;498;-1;498;-1;-1;748;748;-1;-1;-1;-1
Em que país se fala japonês?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Mostre me o livro que Muhammad Ali escreveu.;38223;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;500;-1;-1;750;750;-1;-1;-1;-1
Michelle Obama é a esposa de Barack Obama?;19704;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;99;99;99;99;-1;-1;149;149;149;149;-1;-1;199;199;199;199;-1;-1;298;298;298;298;-1;-1;398;398;-1;398;-1;-1;498;498;-1;-1;-1;-1;748;748;-1;-1;-1;-1
Qual é o código de área de Berlin?;27479;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;-1;-1;-1;500;500;-1;-1;-1;-1;750;750;-1;-1;-1;-1
Liste todos os atores que atuaram em Last Action Hero.;28131;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;100;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;-1;-1;-1;750;750;-1;-1;-1;-1
Quais são os apelidos de San Francisco?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9;9;9;9;9;9;29;29;29;29;29;29;49;49;49;49;49;49;74;74;74;74;74;74;99;99;99;99;-1;-1;149;149;149;149;-1;-1;199;199;199;199;-1;-1;299;299;299;299;-1;-1;399;399;-1;399;-1;-1;499;499;-1;499;-1;-1;749;749;-1;-1;-1;-1
Qual foi o primeiro álbum do Queen?;38168;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;149;149;149;149;-1;-1;199;199;199;199;-1;-1;299;299;299;299;-1;-1;399;399;-1;399;-1;-1;498;498;-1;-1;-1;-1;742;742;-1;-1;-1;-1
Por quais países o rio Yenisei passa?;28561;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;49;49;49;49;49;49;74;74;74;74;74;74;98;98;98;98;-1;98;148;148;148;148;-1;-1;198;198;198;198;-1;-1;298;298;298;298;-1;-1;398;398;-1;398;-1;-1;498;498;-1;498;-1;-1;748;748;-1;-1;-1;-1
Quais séries de televisão foram criadas por Walt Disney?;24271;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;149;149;149;149;-1;-1;199;199;199;199;-1;-1;299;299;299;299;-1;-1;399;399;-1;399;-1;-1;499;499;-1;499;-1;-1;749;749;-1;-1;-1;-1
Qual a ponte mais comprida?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
De que país é a Sitecore;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;500;-1;-1;750;750;-1;-1;-1;-1
Com quem Lance Bass casou-se?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;100;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;500;-1;-1;750;750;-1;-1;-1;-1
Qual a capital do Canadá?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;-1;-1;-1;500;500;-1;-1;-1;-1;750;750;-1;-1;-1;-1
Em quem Vincent van Gogh inspirou-se?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9;9;9;9;9;9;29;29;29;29;29;29;48;48;48;48;48;48;72;72;72;72;72;72;94;94;94;94;-1;-1;94;94;94;94;-1;-1;94;94;94;94;-1;-1;94;94;94;94;-1;-1;94;94;94;94;-1;-1;94;94;94;94;-1;-1;94;94;94;94;-1;-1
Em que cidade John F. Kennedy morreu?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;365;365;365;365;-1;-1;365;365;365;365;-1;-1;365;365;365;365;-1;-1
O presidente Jackson dos EUA envolveu-se em uma guerra?;37833;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;100;150;150;150;150;-1;-1;200;200;200;200;-1;-1;299;299;299;299;-1;-1;398;398;-1;398;-1;-1;496;496;-1;496;-1;-1;746;746;-1;-1;-1;-1
Quem escreveu o tema do Game of Thrones?;30557;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;398;398;-1;398;-1;-1;498;498;-1;498;-1;-1;748;748;-1;-1;-1;-1
Quem projetou a Ponte do Brooklin?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;500;-1;-1;750;750;-1;-1;-1;-1
Quando Boris Becker encerrou sua carreira?;12773;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;149;149;149;149;-1;-1;199;199;199;199;-1;-1;299;299;299;299;-1;-1;399;399;-1;399;-1;-1;499;499;-1;499;-1;-1;749;749;-1;-1;-1;-1
Que tipos de uvas crescem no Oregon?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;-1;-1;-1;750;750;-1;-1;-1;-1
Qual a altura de Michael Jordan?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;9;9;9;9;9;9;29;29;29;29;29;29;49;49;49;49;49;49;74;74;74;74;74;74;98;98;98;98;-1;-1;147;147;147;147;-1;-1;197;197;197;197;-1;-1;297;297;297;297;-1;-1;397;397;-1;397;-1;-1;497;497;-1;497;-1;-1;744;744;-1;-1;-1;-1
A que partido o prefeito de Paris pertence?;33806;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;-1;-1;-1;500;500;-1;-1;-1;-1;750;750;-1;-1;-1;-1
Quem escreveu o livro Os Pilares da Terra?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;100;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;500;-1;-1;750;750;-1;750;-1;-1
Quem foi o 16o presidente dos Estados Unidos?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;74;74;74;74;74;74;99;99;99;99;-1;-1;148;148;148;148;-1;-1;197;197;197;197;-1;-1;297;297;297;297;-1;-1;396;396;-1;-1;-1;-1;496;496;-1;-1;-1;-1;746;746;-1;-1;-1;-1
Qual a altura do Monte Everest?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;49;49;49;49;49;49;74;74;74;74;74;74;98;98;98;98;-1;-1;147;147;147;147;-1;-1;197;197;197;197;-1;-1;297;297;297;297;-1;-1;397;397;-1;397;-1;-1;497;497;-1;497;-1;-1;744;744;-1;-1;-1;-1
Quem foi o orientador do doutorado de Albert Einstein?;14739;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;-1;-1;-1;500;500;-1;-1;-1;-1;749;749;-1;-1;-1;-1
Em que cidade Sylvester Stallone mora?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;49;49;49;49;49;49;74;74;74;74;74;74;98;98;98;98;-1;-1;148;148;148;148;-1;-1;198;198;198;198;-1;-1;298;298;298;298;-1;-1;398;398;-1;398;-1;-1;498;498;-1;-1;-1;-1;748;748;-1;-1;-1;-1
Qual a moeda da República Tcheca?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;99;99;99;99;-1;-1;147;147;147;147;-1;-1;197;197;197;197;-1;-1;297;297;297;297;-1;-1;397;397;-1;397;-1;-1;497;497;-1;497;-1;-1;747;747;-1;-1;-1;-1
Sócrates influenciou Aristóteles?;3159;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;28;28;28;28;28;28;45;45;45;45;45;45;69;69;69;69;69;69;94;94;94;94;-1;-1;144;144;144;144;-1;-1;194;194;194;194;-1;-1;294;294;294;294;-1;-1;394;394;-1;394;-1;-1;494;494;-1;494;-1;-1;744;744;-1;744;-1;-1
Qual o fuso horário de Salt Lake City?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;74;74;74;74;74;74;99;99;99;99;-1;-1;149;149;149;149;-1;-1;198;198;198;198;-1;-1;297;297;297;297;-1;-1;397;397;-1;-1;-1;-1;496;496;-1;-1;-1;-1;745;745;-1;-1;-1;-1
Quem é o filho de Sonny e Cher?;27933;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;500;-1;-1;750;750;-1;-1;-1;-1
Em que cidade está a sede das Nações Unidas?;29816;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;100;150;150;150;150;-1;-1;200;200;200;200;-1;-1;299;299;299;299;-1;-1;399;399;-1;399;-1;-1;499;499;-1;-1;-1;-1;749;749;-1;-1;-1;-1
Quem é o fundador da Penquin Books?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;-1;-1;-1;750;750;-1;-1;-1;-1
Quando foi fundada a Jack Wolfskin?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;400;400;-1;400;-1;-1;500;500;-1;-1;-1;-1;750;750;-1;-1;-1;-1
Quem é o prefeito de Rotterdam?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;29;29;29;29;29;29;49;49;49;49;49;49;74;74;74;74;74;74;99;99;99;99;-1;-1;149;149;149;149;-1;-1;199;199;199;199;-1;-1;298;298;298;298;-1;-1;397;397;-1;-1;-1;-1;497;497;-1;-1;-1;-1;747;747;-1;-1;-1;-1
Liste todos os oceanógrafos suecos.;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Mostre-me a autobiografia de Hemingway.;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;75;75;75;75;75;75;100;100;100;100;-1;-1;150;150;150;150;-1;-1;200;200;200;200;-1;-1;300;300;300;300;-1;-1;398;398;-1;398;-1;-1;498;498;-1;498;-1;-1;746;746;-1;-1;-1;-1
Quem são os pais da esposa de Juan Carlos I?;21515;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;50;50;50;50;50;50;74;74;74;74;74;74;99;99;99;99;-1;-1;149;149;149;149;-1;-1;198;198;198;198;-1;-1;297;297;297;297;-1;-1;397;397;-1;397;-1;-1;497;497;-1;-1;-1;-1;747;747;-1;-1;-1;-1
Tesla ganhou um Prêmio Nobel de Física?;388;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;10;10;10;10;10;10;30;30;30;30;30;30;49;49;49;49;49;49;72;72;72;72;72;72;91;91;91;91;-1;-1;141;141;141;141;-1;-1;191;191;191;191;-1;-1;291;291;291;291;-1;-1;379;379;-1;379;-1;-1;379;379;-1;379;-1;-1;379;379;-1;379;-1;-1
Quem é o jogador de basquete mais alto?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
Qual cidade tem menos habitantes?;-1;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;remove column;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
